기준_년_분기_코드,상권_코드,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2019_1,1001481,418,205,213,0,23,25,32,91,247,0,15,16,17,29,128,0,8,9,15,62,119
2019_1,1001480,575,315,260,1,70,130,156,141,77,0,38,76,91,69,41,1,32,54,65,72,36
2019_1,1001479,488,233,255,4,132,148,85,66,53,0,29,73,54,41,36,4,103,75,31,25,17
2019_1,1001478,1555,801,754,2,216,398,424,363,152,0,94,243,221,153,90,2,122,155,203,210,62
2019_1,1001477,155,77,78,1,14,24,46,43,27,1,6,11,20,21,18,0,8,13,26,22,9
2019_1,1001476,62,23,39,0,4,5,19,23,11,0,0,1,8,6,8,0,4,4,11,17,3
2019_1,1001475,237,112,125,0,36,45,58,68,30,0,12,14,27,38,21,0,24,31,31,30,9
2019_1,1001474,164,75,89,0,36,38,39,38,13,0,8,18,17,22,10,0,28,20,22,16,3
2019_1,1001473,133,66,67,1,24,23,36,28,21,1,12,10,18,13,12,0,12,13,18,15,9
2019_1,1001472,164,103,61,0,47,58,31,20,8,0,24,40,19,14,6,0,23,18,12,6,2
2019_1,1001471,532,308,224,1,75,177,135,95,49,1,43,115,74,48,27,0,32,62,61,47,22
2019_1,1001470,81,38,43,1,8,12,20,25,15,0,6,9,11,9,3,1,2,3,9,16,12
2019_1,1001469,135,73,62,2,19,19,46,24,25,1,10,13,23,10,16,1,9,6,23,14,9
2019_1,1001468,47,30,17,0,7,7,12,13,8,0,4,6,6,8,6,0,3,1,6,5,2
2019_1,1001467,55,33,22,0,2,7,20,22,4,0,2,6,14,10,1,0,0,1,6,12,3
2019_1,1001466,112,34,78,0,24,23,29,22,14,0,3,8,11,6,6,0,21,15,18,16,8
2019_1,1001465,36,18,18,0,3,7,14,8,4,0,2,5,7,3,1,0,1,2,7,5,3
2019_1,1001464,16,7,9,0,0,2,2,7,5,0,0,2,1,2,2,0,0,0,1,5,3
2019_1,1001463,65,40,25,1,2,6,14,16,26,0,1,3,9,9,18,1,1,3,5,7,8
2019_1,1001462,67,33,34,4,5,9,15,18,16,1,1,4,8,9,10,3,4,5,7,9,6
2019_1,1001461,48,29,19,0,1,11,11,17,8,0,1,8,8,4,8,0,0,3,3,13,0
2019_1,1001460,126,60,66,0,19,28,25,29,25,0,6,14,10,11,19,0,13,14,15,18,6
2019_1,1001459,145,39,106,0,11,10,30,52,42,0,4,5,7,13,10,0,7,5,23,39,32
2019_1,1001458,306,114,192,4,47,60,87,67,41,1,5,20,37,29,22,3,42,40,50,38,19
2019_1,1001457,150,60,90,0,18,19,36,32,45,0,6,9,19,14,12,0,12,10,17,18,33
2019_1,1001456,65,31,34,0,7,13,16,19,10,0,6,7,7,8,3,0,1,6,9,11,7
2019_1,1001455,109,50,59,0,5,11,28,41,24,0,2,5,14,13,16,0,3,6,14,28,8
2019_1,1001454,31,15,16,0,3,7,10,11,0,0,1,7,3,4,0,0,2,0,7,7,0
2019_1,1001453,95,69,26,0,44,21,14,11,5,0,32,17,11,5,4,0,12,4,3,6,1
2019_1,1001452,288,98,190,0,46,39,64,66,73,0,14,18,28,20,18,0,32,21,36,46,55
2019_1,1001451,194,65,129,0,40,45,34,33,42,0,8,12,19,10,16,0,32,33,15,23,26
2019_1,1001450,261,109,152,0,53,71,72,37,28,0,12,31,29,20,17,0,41,40,43,17,11
2019_1,1001449,404,183,221,4,71,80,110,81,58,1,17,45,48,37,35,3,54,35,62,44,23
2019_1,1001448,204,84,120,0,32,34,56,50,32,0,7,17,25,20,15,0,25,17,31,30,17
2019_1,1001447,93,34,59,0,14,12,25,25,17,0,5,6,9,5,9,0,9,6,16,20,8
2019_1,1001446,238,99,139,8,46,48,53,53,30,4,18,18,23,19,17,4,28,30,30,34,13
2019_1,1001445,117,25,92,0,24,28,25,31,9,0,7,8,0,5,5,0,17,20,25,26,4
2019_1,1001444,309,187,122,0,40,62,81,66,60,0,19,29,53,45,41,0,21,33,28,21,19
2019_1,1001443,20,9,11,1,2,5,5,2,5,0,0,2,4,0,3,1,2,3,1,2,2
2019_1,1001442,26,10,16,0,1,5,7,9,4,0,0,1,3,4,2,0,1,4,4,5,2
2019_1,1001441,64,33,31,0,7,15,14,18,10,0,4,8,9,7,5,0,3,7,5,11,5
2019_1,1001440,304,156,148,7,38,64,62,71,62,4,25,48,39,25,15,3,13,16,23,46,47
2019_1,1001439,20,13,7,0,2,8,3,3,4,0,2,4,3,2,2,0,0,4,0,1,2
2019_1,1001438,37,29,8,0,0,5,6,20,6,0,0,4,5,15,5,0,0,1,1,5,1
2019_1,1001437,27,16,11,0,1,4,8,9,5,0,1,4,4,4,3,0,0,0,4,5,2
2019_1,1001436,173,92,81,0,22,37,54,45,15,0,15,19,29,17,12,0,7,18,25,28,3
2019_1,1001435,40,22,18,0,1,6,19,11,3,0,0,5,10,4,3,0,1,1,9,7,0
2019_1,1001433,222,151,71,1,26,56,54,53,32,0,11,36,39,40,25,1,15,20,15,13,7
2019_1,1001432,44,29,15,0,3,11,15,11,4,0,2,9,10,6,2,0,1,2,5,5,2
2019_1,1001431,185,118,67,5,50,46,42,24,18,3,29,35,28,16,7,2,21,11,14,8,11
2019_1,1001430,4220,1995,2225,94,986,1085,956,673,426,33,384,524,463,337,254,61,602,561,493,336,172
2019_1,1001429,100,34,66,0,11,20,23,24,22,0,3,7,7,7,10,0,8,13,16,17,12
2019_1,1001428,20,8,12,1,3,3,3,10,0,0,0,3,1,4,0,1,3,0,2,6,0
2019_1,1001427,239,80,159,0,34,58,53,61,33,0,8,22,15,18,17,0,26,36,38,43,16
2019_1,1001426,77,34,43,0,9,16,21,21,10,0,3,8,10,8,5,0,6,8,11,13,5
2019_1,1001424,167,73,94,0,10,23,50,63,21,0,4,8,22,26,13,0,6,15,28,37,8
2019_1,1001423,929,673,256,5,108,184,220,220,192,5,82,143,168,141,134,0,26,41,52,79,58
2019_1,1001422,134,42,92,0,22,26,41,28,17,0,4,4,12,12,10,0,18,22,29,16,7
2019_1,1001421,32,16,16,0,1,4,12,8,7,0,1,3,5,4,3,0,0,1,7,4,4
2019_1,1001420,162,61,101,0,12,28,55,46,21,0,0,10,14,22,15,0,12,18,41,24,6
2019_1,1001419,26,17,9,0,1,9,2,8,6,0,0,7,1,4,5,0,1,2,1,4,1
2019_1,1001418,438,225,213,3,41,86,134,98,76,2,20,51,58,44,50,1,21,35,76,54,26
2019_1,1001417,16,5,11,0,1,0,3,6,6,0,1,0,0,2,2,0,0,0,3,4,4
2019_1,1001416,20,13,7,0,2,3,5,5,5,0,0,3,2,4,4,0,2,0,3,1,1
2019_1,1001415,490,251,239,0,37,65,116,138,134,0,24,46,69,50,62,0,13,19,47,88,72
2019_1,1001414,320,123,197,3,77,75,73,59,33,0,16,32,32,21,22,3,61,43,41,38,11
2019_1,1001413,510,129,381,2,74,67,111,162,94,2,22,23,37,20,25,0,52,44,74,142,69
2019_1,1001412,158,66,92,0,16,27,35,43,37,0,6,18,15,15,12,0,10,9,20,28,25
2019_1,1001411,253,109,144,0,23,50,83,66,31,0,7,23,34,27,18,0,16,27,49,39,13
2019_1,1001410,27,19,8,0,1,2,4,11,9,0,0,2,2,6,9,0,1,0,2,5,0
2019_1,1001409,91,31,60,1,7,17,25,23,18,0,0,5,9,7,10,1,7,12,16,16,8
2019_1,1001408,217,92,125,1,37,54,50,50,25,1,14,22,24,21,10,0,23,32,26,29,15
2019_1,1001407,10,6,4,0,0,1,4,3,2,0,0,1,1,2,2,0,0,0,3,1,0
2019_1,1001406,300,178,122,1,27,54,74,73,71,0,12,30,38,47,51,1,15,24,36,26,20
2019_1,1001405,19,8,11,0,0,2,2,5,10,0,0,1,1,3,3,0,0,1,1,2,7
2019_1,1001404,71,22,49,0,6,10,21,16,18,0,1,5,6,4,6,0,5,5,15,12,12
2019_1,1001403,123,49,74,0,12,19,44,28,20,0,2,7,14,15,11,0,10,12,30,13,9
2019_1,1001402,331,176,155,1,52,70,89,75,44,1,20,42,50,31,32,0,32,28,39,44,12
2019_1,1001401,13,9,4,0,1,1,3,2,6,0,1,1,2,1,4,0,0,0,1,1,2
2019_1,1001400,7,6,1,0,1,0,4,0,2,0,1,0,4,0,1,0,0,0,0,0,1
2019_1,1001399,170,54,116,1,7,17,42,45,58,0,6,11,18,9,10,1,1,6,24,36,48
2019_1,1001398,49,30,19,0,1,7,23,14,4,0,1,5,13,9,2,0,0,2,10,5,2
2019_1,1001397,173,72,101,0,13,26,41,45,48,0,5,14,15,16,22,0,8,12,26,29,26
2019_1,1001396,80,21,59,0,12,15,19,23,11,0,2,1,2,8,8,0,10,14,17,15,3
2019_1,1001395,615,306,309,0,100,156,160,129,70,0,48,91,76,50,41,0,52,65,84,79,29
2019_1,1001394,263,94,169,0,30,66,79,57,31,0,9,26,26,21,12,0,21,40,53,36,19
2019_1,1001393,795,518,277,1,31,72,159,266,266,1,23,50,103,159,182,0,8,22,56,107,84
2019_1,1001392,50,23,27,0,10,10,11,7,12,0,2,8,3,3,7,0,8,2,8,4,5
2019_1,1001391,267,156,111,0,47,84,77,37,22,0,23,52,48,17,16,0,24,32,29,20,6
2019_1,1001390,255,111,144,0,50,50,62,72,21,0,24,26,24,28,9,0,26,24,38,44,12
2019_1,1001389,24,10,14,0,0,2,11,7,4,0,0,1,4,3,2,0,0,1,7,4,2
2019_1,1001388,38,23,15,0,1,11,13,8,5,0,1,8,8,2,4,0,0,3,5,6,1
2019_1,1001387,200,106,94,3,54,47,35,17,44,1,17,30,22,8,28,2,37,17,13,9,16
2019_1,1001386,40,15,25,0,5,8,11,7,9,0,1,3,2,5,4,0,4,5,9,2,5
2019_1,1001385,356,101,255,2,74,130,87,35,28,0,7,20,39,20,15,2,67,110,48,15,13
2019_1,1001384,49,21,28,0,1,4,8,23,13,0,1,2,4,7,7,0,0,2,4,16,6
2019_1,1001383,1829,769,1060,32,694,410,365,224,104,12,257,211,127,84,78,20,437,199,238,140,26
2019_1,1001382,8,4,4,0,0,2,1,4,1,0,0,2,0,1,1,0,0,0,1,3,0
2019_1,1001381,18,14,4,0,0,1,1,7,9,0,0,1,0,5,8,0,0,0,1,2,1
2019_1,1001380,24,15,9,0,0,5,9,4,6,0,0,5,5,1,4,0,0,0,4,3,2
2019_1,1001379,122,38,84,0,5,17,20,21,59,0,2,8,5,6,17,0,3,9,15,15,42
2019_1,1001378,117,66,51,0,22,16,33,22,24,0,9,7,20,11,19,0,13,9,13,11,5
2019_1,1001377,169,76,93,0,17,38,41,43,30,0,2,20,21,19,14,0,15,18,20,24,16
2019_1,1001376,17,5,12,0,1,4,3,5,4,0,0,0,0,3,2,0,1,4,3,2,2
2019_1,1001375,92,27,65,0,5,10,34,36,7,0,4,5,10,5,3,0,1,5,24,31,4
2019_1,1001374,333,83,250,0,45,74,91,75,48,0,17,16,19,12,19,0,28,58,72,63,29
2019_1,1001373,35,18,17,0,1,4,3,11,16,0,0,0,0,4,14,0,1,4,3,7,2
2019_1,1001372,100,38,62,0,21,33,16,17,13,0,7,12,5,5,9,0,14,21,11,12,4
2019_1,1001371,74,21,53,0,14,17,21,11,11,0,1,2,9,4,5,0,13,15,12,7,6
2019_1,1001370,30,12,18,0,0,6,4,9,11,0,0,5,1,3,3,0,0,1,3,6,8
2019_1,1001369,57,28,29,0,0,11,19,19,8,0,0,7,8,9,4,0,0,4,11,10,4
2019_1,1001368,287,137,150,1,66,62,65,47,46,0,25,22,37,23,30,1,41,40,28,24,16
2019_1,1001367,299,122,177,0,42,48,66,91,52,0,20,24,25,32,21,0,22,24,41,59,31
2019_1,1001365,448,247,201,0,26,69,126,126,101,0,8,32,67,74,66,0,18,37,59,52,35
2019_1,1001364,168,72,96,0,19,44,42,40,23,0,12,23,18,11,8,0,7,21,24,29,15
2019_1,1001363,32,16,16,0,5,8,6,6,7,0,2,5,2,3,4,0,3,3,4,3,3
2019_1,1001362,44,21,23,0,3,8,16,6,11,0,0,4,7,0,10,0,3,4,9,6,1
2019_1,1001361,48,23,25,0,3,7,11,19,8,0,3,4,6,8,2,0,0,3,5,11,6
2019_1,1001360,105,36,69,0,15,25,23,26,16,0,3,5,7,12,9,0,12,20,16,14,7
2019_1,1001359,246,115,131,0,16,53,68,77,32,0,5,23,36,29,22,0,11,30,32,48,10
2019_1,1001358,24,16,8,0,0,2,9,5,8,0,0,2,8,1,5,0,0,0,1,4,3
2019_1,1001357,93,37,56,0,7,17,33,22,14,0,0,10,8,13,6,0,7,7,25,9,8
2019_1,1001356,41,23,18,0,0,9,9,10,13,0,0,5,4,7,7,0,0,4,5,3,6
2019_1,1001355,104,50,54,0,15,25,28,23,13,0,8,16,13,6,7,0,7,9,15,17,6
2019_1,1001354,133,48,85,1,7,29,37,41,18,1,3,18,14,7,5,0,4,11,23,34,13
2019_1,1001353,298,145,153,0,23,58,56,81,80,0,6,26,24,43,46,0,17,32,32,38,34
2019_1,1001352,85,40,45,0,12,19,26,18,10,0,4,10,11,8,7,0,8,9,15,10,3
2019_1,1001351,171,59,112,1,22,28,52,41,27,0,4,15,20,12,8,1,18,13,32,29,19
2019_1,1001350,246,100,146,1,45,49,51,55,45,0,6,19,21,25,29,1,39,30,30,30,16
2019_1,1001349,199,110,89,2,22,45,45,46,39,0,19,34,22,16,19,2,3,11,23,30,20
2019_1,1001348,132,61,71,0,11,30,48,32,11,0,3,10,24,17,7,0,8,20,24,15,4
2019_1,1001347,39,23,16,0,7,9,16,4,3,0,4,7,8,3,1,0,3,2,8,1,2
2019_1,1001346,27,15,12,0,0,8,7,8,4,0,0,6,3,4,2,0,0,2,4,4,2
2019_1,1001345,23,17,6,0,1,5,8,3,6,0,0,5,6,3,3,0,1,0,2,0,3
2019_1,1001344,15,11,4,1,2,7,1,4,0,1,1,5,1,3,0,0,1,2,0,1,0
2019_1,1001343,127,68,59,0,10,17,32,37,31,0,7,8,21,19,13,0,3,9,11,18,18
2019_1,1001342,25,5,20,0,6,5,4,6,4,0,0,3,0,2,0,0,6,2,4,4,4
2019_1,1001341,94,51,43,1,12,18,27,16,20,1,5,11,16,3,15,0,7,7,11,13,5
2019_1,1001340,313,156,157,1,43,56,89,88,36,0,23,26,45,43,19,1,20,30,44,45,17
2019_1,1001339,80,32,48,0,13,13,23,17,14,0,7,5,6,6,8,0,6,8,17,11,6
2019_1,1001338,232,96,136,0,37,41,57,47,50,0,6,12,27,26,25,0,31,29,30,21,25
2019_1,1001337,70,20,50,0,11,25,18,13,3,0,1,6,5,6,2,0,10,19,13,7,1
2019_1,1001336,584,217,367,2,103,118,143,140,78,0,26,41,62,53,35,2,77,77,81,87,43
2019_1,1001335,38,20,18,1,6,7,9,11,4,0,2,3,9,5,1,1,4,4,0,6,3
2019_1,1001334,160,45,115,0,14,21,49,50,26,0,2,6,13,11,13,0,12,15,36,39,13
2019_1,1001333,66,20,46,0,14,13,8,23,8,0,3,5,2,8,2,0,11,8,6,15,6
2019_1,1001332,250,85,165,0,47,61,60,55,27,0,9,19,21,18,18,0,38,42,39,37,9
2019_1,1001331,129,57,72,0,16,23,36,39,15,0,7,8,16,17,9,0,9,15,20,22,6
2019_1,1001330,558,251,307,4,65,99,154,159,77,1,23,53,79,55,40,3,42,46,75,104,37
2019_1,1001329,307,111,196,1,60,61,78,58,49,1,16,21,19,24,30,0,44,40,59,34,19
2019_1,1001328,25,10,15,0,0,5,11,9,0,0,0,1,4,5,0,0,0,4,7,4,0
2019_1,1001327,40,21,19,0,1,3,13,9,14,0,1,1,6,4,9,0,0,2,7,5,5
2019_1,1001326,141,57,84,1,27,34,33,28,18,0,9,18,15,8,7,1,18,16,18,20,11
2019_1,1001325,107,62,45,0,7,28,23,18,31,0,4,15,10,9,24,0,3,13,13,9,7
2019_1,1001324,88,42,46,0,12,10,27,28,11,0,4,4,15,12,7,0,8,6,12,16,4
2019_1,1001323,257,93,164,7,54,49,51,48,48,7,14,18,25,14,15,0,40,31,26,34,33
2019_1,1001322,40,20,20,0,1,7,7,11,14,0,0,1,4,3,12,0,1,6,3,8,2
2019_1,1001321,124,91,33,0,14,18,25,38,29,0,12,13,18,25,23,0,2,5,7,13,6
2019_1,1001320,105,49,56,1,15,13,24,38,14,1,6,7,13,12,10,0,9,6,11,26,4
2019_1,1001319,69,47,22,0,6,13,12,17,21,0,4,7,9,10,17,0,2,6,3,7,4
2019_1,1001318,20,12,8,0,1,1,4,8,6,0,0,1,4,4,3,0,1,0,0,4,3
2019_1,1001317,15,12,3,1,1,4,2,5,2,1,1,4,2,2,2,0,0,0,0,3,0
2019_1,1001316,1874,1146,728,3,175,319,482,532,363,1,93,193,265,343,251,2,82,126,217,189,112
2019_1,1001315,26,18,8,0,0,3,10,9,4,0,0,2,8,5,3,0,0,1,2,4,1
2019_1,1001314,274,182,92,0,31,38,69,70,66,0,17,25,51,44,45,0,14,13,18,26,21
2019_1,1001313,175,83,92,0,37,41,39,33,25,0,17,18,16,15,17,0,20,23,23,18,8
2019_1,1001312,6,4,2,0,0,0,1,2,3,0,0,0,0,1,3,0,0,0,1,1,0
2019_1,1001310,8,4,4,0,0,0,3,3,2,0,0,0,1,1,2,0,0,0,2,2,0
2019_1,1001309,152,91,61,1,26,34,40,29,22,0,16,20,17,18,20,1,10,14,23,11,2
2019_1,1001308,27,10,17,0,6,3,5,7,6,0,1,0,4,3,2,0,5,3,1,4,4
2019_1,1001307,37,19,18,0,3,4,3,7,20,0,0,3,0,2,14,0,3,1,3,5,6
2019_1,1001306,85,43,42,0,8,16,26,15,20,0,4,8,11,5,15,0,4,8,15,10,5
2019_1,1001305,14,10,4,0,0,1,8,4,1,0,0,1,5,3,1,0,0,0,3,1,0
2019_1,1001304,75,43,32,0,8,18,15,20,14,0,5,13,8,10,7,0,3,5,7,10,7
2019_1,1001303,118,55,63,0,16,9,35,41,17,0,4,5,14,20,12,0,12,4,21,21,5
2019_1,1001302,135,45,90,0,12,22,33,42,26,0,4,6,10,15,10,0,8,16,23,27,16
2019_1,1001301,622,132,490,1,21,52,114,223,211,1,6,26,28,33,38,0,15,26,86,190,173
2019_1,1001300,63,31,32,0,14,14,12,13,10,0,5,10,8,3,5,0,9,4,4,10,5
2019_1,1001299,109,60,49,1,26,19,26,19,18,1,14,11,14,5,15,0,12,8,12,14,3
2019_1,1001298,149,69,80,0,29,33,33,35,19,0,16,14,18,10,11,0,13,19,15,25,8
2019_1,1001297,145,77,68,0,9,28,43,37,28,0,3,15,25,14,20,0,6,13,18,23,8
2019_1,1001296,111,27,84,0,14,18,19,27,33,0,1,5,10,5,6,0,13,13,9,22,27
2019_1,1001295,637,278,359,6,151,136,164,120,60,2,35,67,77,62,35,4,116,69,87,58,25
2019_1,1001294,1715,1162,553,1,186,402,468,413,245,1,126,295,315,273,152,0,60,107,153,140,93
2019_1,1001293,48,21,27,0,2,13,13,13,7,0,0,4,8,4,5,0,2,9,5,9,2
2019_1,1001292,28,13,15,0,8,11,5,2,2,0,4,7,0,0,2,0,4,4,5,2,0
2019_1,1001291,220,127,93,3,99,58,26,17,17,1,53,38,13,10,12,2,46,20,13,7,5
2019_1,1001290,162,92,70,5,26,40,36,40,15,2,16,30,21,17,6,3,10,10,15,23,9
2019_1,1001289,97,49,48,0,2,23,33,20,19,0,1,14,21,5,8,0,1,9,12,15,11
2019_1,1001288,37,28,9,0,0,6,6,16,9,0,0,4,4,11,9,0,0,2,2,5,0
2019_1,1001287,35,21,14,0,13,13,3,2,4,0,10,8,2,0,1,0,3,5,1,2,3
2019_1,1001286,28,11,17,0,4,12,4,4,4,0,2,6,0,2,1,0,2,6,4,2,3
2019_1,1001285,1138,653,485,4,222,404,306,180,22,1,59,200,223,159,11,3,163,204,83,21,11
2019_1,1001284,858,542,316,2,158,217,157,189,135,0,115,160,92,94,81,2,43,57,65,95,54
2019_1,1001283,201,112,89,1,19,40,66,54,21,1,8,26,39,26,12,0,11,14,27,28,9
2019_1,1001282,623,275,348,0,84,120,154,127,138,0,26,43,72,53,81,0,58,77,82,74,57
2019_1,1001281,987,363,624,1,157,381,259,132,57,1,66,134,75,62,25,0,91,247,184,70,32
2019_1,1001280,397,162,235,0,43,96,134,88,36,0,20,46,53,32,11,0,23,50,81,56,25
2019_1,1001279,978,522,456,2,217,327,201,137,94,1,110,182,111,72,46,1,107,145,90,65,48
2019_1,1001278,241,168,73,0,78,75,44,33,11,0,54,59,31,16,8,0,24,16,13,17,3
2019_1,1001277,2936,1886,1050,5,245,626,748,775,537,1,145,407,443,485,405,4,100,219,305,290,132
2019_1,1001276,3741,2568,1173,11,568,1360,1054,563,185,3,266,930,842,403,124,8,302,430,212,160,61
2019_1,1001275,556,361,195,0,36,92,160,177,91,0,21,51,104,117,68,0,15,41,56,60,23
2019_1,1001274,1767,1140,627,9,190,364,476,439,289,2,92,253,326,263,204,7,98,111,150,176,85
2019_1,1001273,11688,5396,6292,90,2096,3615,3023,2061,803,38,783,1711,1471,885,508,52,1313,1904,1552,1176,295
2019_1,1001272,156,116,40,0,9,35,45,45,22,0,7,28,34,32,15,0,2,7,11,13,7
2019_1,1001271,414,247,167,2,52,91,114,93,62,0,23,58,64,61,41,2,29,33,50,32,21
2019_1,1001270,127,62,65,0,9,20,46,35,17,0,5,10,25,14,8,0,4,10,21,21,9
2019_1,1001269,33,27,6,0,0,4,10,2,17,0,0,2,6,2,17,0,0,2,4,0,0
2019_1,1001268,314,186,128,4,73,100,79,47,11,3,37,68,43,27,8,1,36,32,36,20,3
2019_1,1001267,592,334,258,1,52,111,153,168,107,1,33,69,81,86,64,0,19,42,72,82,43
2019_1,1001266,4641,3247,1394,8,782,1407,1242,854,348,3,529,1101,811,569,234,5,253,306,431,285,114
2019_1,1001265,971,623,348,1,76,174,230,262,228,1,42,117,152,151,160,0,34,57,78,111,68
2019_1,1001264,252,172,80,0,69,106,33,27,17,0,47,82,21,15,7,0,22,24,12,12,10
2019_1,1001263,1843,739,1104,29,509,391,379,330,205,10,191,194,152,98,94,19,318,197,227,232,111
2019_1,1001262,931,334,597,6,171,168,185,215,186,1,29,64,92,70,78,5,142,104,93,145,108
2019_1,1001261,929,271,658,8,297,213,208,131,72,2,41,74,78,50,26,6,256,139,130,81,46
2019_1,1001260,1964,1023,941,2,281,351,487,415,428,1,97,182,252,217,274,1,184,169,235,198,154
2019_1,1001259,250,112,138,0,31,53,59,67,40,0,11,25,30,22,24,0,20,28,29,45,16
2019_1,1001258,277,110,167,0,49,46,85,61,36,0,20,21,24,24,21,0,29,25,61,37,15
2019_1,1001257,3287,1703,1584,20,419,826,813,813,396,13,163,380,405,500,242,7,256,446,408,313,154
2019_1,1001256,1690,796,894,6,242,287,352,394,409,2,68,129,172,196,229,4,174,158,180,198,180
2019_1,1001255,156,40,116,0,17,20,32,38,49,0,4,7,15,8,6,0,13,13,17,30,43
2019_1,1001254,1164,430,734,13,315,265,268,193,110,7,95,120,89,64,55,6,220,145,179,129,55
2019_1,1001253,218,73,145,2,40,48,60,38,30,2,5,16,25,14,11,0,35,32,35,24,19
2019_1,1001252,495,190,305,1,72,93,139,123,67,1,15,32,58,65,19,0,57,61,81,58,48
2019_1,1001251,1081,458,623,11,261,279,243,182,105,5,100,134,99,63,57,6,161,145,144,119,48
2019_1,1001250,259,88,171,3,36,52,69,57,42,0,11,16,21,14,26,3,25,36,48,43,16
2019_1,1001249,441,134,307,1,49,82,111,106,92,1,12,27,42,25,27,0,37,55,69,81,65
2019_1,1001248,634,287,347,3,75,108,164,187,97,2,33,41,80,84,47,1,42,67,84,103,50
2019_1,1001247,258,98,160,2,48,76,72,41,19,2,16,35,29,10,6,0,32,41,43,31,13
2019_1,1001246,387,139,248,8,78,64,92,80,65,1,19,25,37,18,39,7,59,39,55,62,26
2019_1,1001245,3952,2161,1791,16,561,989,956,1044,386,7,231,449,516,724,234,9,330,540,440,320,152
2019_1,1001244,329,161,168,3,62,81,73,59,51,0,37,50,37,20,17,3,25,31,36,39,34
2019_1,1001243,361,215,146,3,72,127,83,44,32,1,33,96,51,20,14,2,39,31,32,24,18
2019_1,1001242,1193,548,645,10,282,297,264,194,146,4,136,130,120,72,86,6,146,167,144,122,60
2019_1,1001241,336,144,192,1,81,98,61,53,42,0,30,48,26,22,18,1,51,50,35,31,24
2019_1,1001240,1786,795,991,19,529,500,325,241,172,7,167,230,170,122,99,12,362,270,155,119,73
2019_1,1001239,18781,11285,7496,20,3944,7124,5419,1846,428,7,1461,4179,3948,1401,289,13,2483,2945,1471,445,139
2019_1,1001238,1781,786,995,25,381,287,338,389,361,13,181,130,133,143,186,12,200,157,205,246,175
2019_1,1001237,593,259,334,1,102,184,128,93,85,0,28,81,64,41,45,1,74,103,64,52,40
2019_1,1001236,976,443,533,11,152,308,270,172,63,4,32,139,130,93,45,7,120,169,140,79,18
2019_1,1001235,19553,17300,2253,31,2344,7602,5403,3615,558,12,1610,6730,5018,3459,471,19,734,872,385,156,87
2019_1,1001234,507,255,252,5,68,101,106,123,104,3,37,57,52,50,56,2,31,44,54,73,48
2019_1,1001233,3047,1575,1472,7,574,739,821,582,324,0,173,379,457,344,222,7,401,360,364,238,102
2019_1,1001232,2652,1308,1344,36,633,551,522,481,429,16,261,285,288,224,234,20,372,266,234,257,195
2019_1,1001231,1246,575,671,23,248,235,260,218,262,6,63,120,140,106,140,17,185,115,120,112,122
2019_1,1001230,19641,12064,7577,94,3920,6446,4787,3090,1304,58,1499,3836,3520,2315,836,36,2421,2610,1267,775,468
2019_1,1001229,1421,841,580,5,307,377,359,259,114,0,103,249,232,169,88,5,204,128,127,90,26
2019_1,1001228,3106,1868,1238,7,429,750,803,673,444,2,171,432,468,463,332,5,258,318,335,210,112
2019_1,1001227,55674,34488,21186,901,9220,18606,15555,8812,2580,379,3849,10802,10838,6882,1738,522,5371,7804,4717,1930,842
2019_1,1001226,15994,9901,6093,419,3171,4908,4450,2378,668,110,1315,3005,3220,1790,461,309,1856,1903,1230,588,207
2019_1,1001225,561,269,292,3,84,127,117,136,94,1,30,54,55,63,66,2,54,73,62,73,28
2019_1,1001224,1755,789,966,2,193,290,252,420,598,2,72,132,132,160,291,0,121,158,120,260,307
2019_1,1001223,44020,25468,18552,64,5987,11860,12277,8729,5103,34,2313,6703,8058,5504,2856,30,3674,5157,4219,3225,2247
2019_1,1001222,396,181,215,4,75,98,92,70,57,1,27,37,36,37,43,3,48,61,56,33,14
2019_1,1001221,2032,939,1093,28,336,432,500,433,303,9,108,185,257,202,178,19,228,247,243,231,125
2019_1,1001220,1685,650,1035,6,317,427,458,285,192,3,101,168,142,117,119,3,216,259,316,168,73
2019_1,1001219,109,57,52,0,18,23,28,23,17,0,3,13,13,14,14,0,15,10,15,9,3
2019_1,1001218,544,316,228,2,46,119,108,146,123,2,19,71,61,73,90,0,27,48,47,73,33
2019_1,1001217,148,58,90,0,11,26,27,37,47,0,5,16,12,6,19,0,6,10,15,31,28
2019_1,1001216,3768,1701,2067,9,720,965,841,702,531,2,209,384,387,369,350,7,511,581,454,333,181
2019_1,1001215,18896,10887,8009,36,4110,7113,4818,2208,611,11,1364,3949,3317,1796,450,25,2746,3164,1501,412,161
2019_1,1001214,9951,7527,2424,8,1525,2969,2727,2528,194,1,787,1909,2280,2381,169,7,738,1060,447,147,25
2019_1,1001213,3769,1603,2166,60,880,952,728,631,518,21,328,501,351,207,195,39,552,451,377,424,323
