기준_년_분기_코드,상권_코드,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2019_2,1000572,1048,591,457,3,88,204,290,274,189,1,41,116,150,154,129,2,47,88,140,120,60
2019_2,1000571,2054,1053,1001,4,214,586,615,435,200,2,104,297,286,239,125,2,110,289,329,196,75
2019_2,1000570,2368,1344,1024,3,280,667,690,476,252,3,139,352,357,304,189,0,141,315,333,172,63
2019_2,1000569,1599,840,759,2,182,324,446,428,217,2,83,159,217,218,161,0,99,165,229,210,56
2019_2,1000568,31997,16838,15159,2,5164,10932,8954,5984,961,2,1095,4448,5218,5271,804,0,4069,6484,3736,713,157
2019_2,1000567,32664,17061,15603,4,5260,11027,9034,6088,1251,4,1124,4496,5252,5317,868,0,4136,6531,3782,771,383
2019_2,1000566,2680,1549,1131,6,341,624,710,674,325,6,185,378,403,344,233,0,156,246,307,330,92
2019_2,1000565,2427,1471,956,3,287,548,625,586,378,2,178,358,355,298,280,1,109,190,270,288,98
2019_2,1000564,2296,1512,784,11,241,462,626,654,302,9,150,284,404,428,237,2,91,178,222,226,65
2019_2,1000563,2161,1284,877,9,251,437,596,592,276,9,134,256,367,324,194,0,117,181,229,268,82
2019_2,1000562,1832,854,978,3,165,313,511,631,209,1,54,137,192,315,155,2,111,176,319,316,54
2019_2,1000561,1897,832,1065,3,182,351,557,602,202,1,53,151,203,277,147,2,129,200,354,325,55
2019_2,1000560,5855,3622,2233,10,620,1269,1459,1481,1016,6,348,843,861,842,722,4,272,426,598,639,294
2019_2,1000559,5297,3226,2071,12,589,1151,1318,1381,846,6,321,764,766,765,604,6,268,387,552,616,242
2019_2,1000558,2484,1296,1188,3,300,560,602,583,436,2,122,315,305,289,263,1,178,245,297,294,173
2019_2,1000557,3094,1432,1662,8,430,684,724,678,570,5,156,341,351,326,253,3,274,343,373,352,317
2019_2,1000556,3425,2172,1253,3,356,895,929,855,387,2,197,524,535,603,311,1,159,371,394,252,76
2019_2,1000555,2316,1411,905,3,184,443,618,698,370,2,96,266,364,455,228,1,88,177,254,243,142
2019_2,1000554,3429,2229,1200,13,289,592,902,1121,512,13,177,348,542,741,408,0,112,244,360,380,104
2019_2,1000553,3330,2035,1295,6,315,682,804,907,616,5,160,419,491,613,347,1,155,263,313,294,269
2019_2,1000552,3422,2235,1187,6,263,604,884,1106,559,5,147,367,569,761,386,1,116,237,315,345,173
2019_2,1000551,1747,954,793,5,155,356,418,480,333,5,71,170,207,267,234,0,84,186,211,213,99
2019_2,1000550,1251,643,608,9,141,289,336,336,140,6,68,140,172,167,90,3,73,149,164,169,50
2019_2,1000549,2787,1610,1177,2,244,350,463,729,999,2,141,217,288,432,530,0,103,133,175,297,469
2019_2,1000548,2694,1503,1191,10,302,574,707,731,370,10,159,351,370,356,257,0,143,223,337,375,113
2019_2,1000547,3131,1839,1292,13,309,549,843,766,651,10,165,314,419,419,512,3,144,235,424,347,139
2019_2,1000546,3953,2972,981,2,362,808,907,518,1356,1,160,476,671,370,1294,1,202,332,236,148,62
2019_2,1000545,3681,2722,959,5,259,428,650,670,1669,1,118,225,344,461,1573,4,141,203,306,209,96
2019_2,1000544,877,421,456,2,86,151,200,245,193,1,34,67,89,120,110,1,52,84,111,125,83
2019_2,1000543,9685,5589,4096,21,1665,2757,2572,1813,857,16,594,1651,1589,1147,592,5,1071,1106,983,666,265
2019_2,1000542,7070,4391,2679,21,883,1844,2109,1453,760,16,472,1184,1442,802,475,5,411,660,667,651,285
2019_2,1000541,2877,1298,1579,6,717,584,544,579,447,4,208,255,282,278,271,2,509,329,262,301,176
2019_2,1000540,1363,647,716,1,130,256,279,400,297,1,61,117,120,178,170,0,69,139,159,222,127
2019_2,1000539,2214,1397,817,4,201,366,509,638,496,2,101,211,263,414,406,2,100,155,246,224,90
2019_2,1000538,2529,1819,710,3,165,291,495,811,764,1,91,174,283,586,684,2,74,117,212,225,80
2019_2,1000537,3177,1400,1777,7,716,579,629,663,583,6,205,263,306,293,327,1,511,316,323,370,256
2019_2,1000536,3796,2006,1790,14,855,812,806,766,543,13,326,467,448,393,359,1,529,345,358,373,184
2019_2,1000535,1716,1052,664,2,156,285,387,416,470,1,67,134,212,244,394,1,89,151,175,172,76
2019_2,1000534,2597,1802,795,2,165,311,510,798,811,1,84,178,287,552,700,1,81,133,223,246,111
2019_2,1000533,7112,4088,3024,27,1033,1846,1789,1656,761,17,472,1115,1072,884,528,10,561,731,717,772,233
2019_2,1000532,11375,7572,3803,65,1539,3205,2766,2398,1402,50,894,2333,1859,1448,988,15,645,872,907,950,414
2019_2,1000531,6261,3663,2598,26,898,1684,1589,1440,624,17,414,1054,970,768,440,9,484,630,619,672,184
2019_2,1000530,3906,1874,2032,3,781,1082,973,789,278,2,156,483,558,468,207,1,625,599,415,321,71
2019_2,1000529,4466,2400,2066,4,841,1185,1052,948,436,1,226,601,634,595,343,3,615,584,418,353,93
2019_2,1000528,5428,3101,2327,8,732,1200,1307,1341,840,5,329,650,793,831,493,3,403,550,514,510,347
2019_2,1000527,4793,2804,1989,3,766,1181,1304,1094,445,2,393,596,830,686,297,1,373,585,474,408,148
2019_2,1000526,1678,853,825,4,184,372,439,413,266,2,80,202,204,201,164,2,104,170,235,212,102
2019_2,1000525,2755,1310,1445,5,323,583,803,647,394,2,147,280,326,286,269,3,176,303,477,361,125
2019_2,1000524,1457,850,607,5,186,436,388,270,172,3,78,227,237,200,105,2,108,209,151,70,67
2019_2,1000523,1828,981,847,1,198,447,465,456,261,0,86,261,229,227,178,1,112,186,236,229,83
2019_2,1000522,3654,2078,1576,9,481,901,946,785,532,8,221,523,551,451,324,1,260,378,395,334,208
2019_2,1000521,3566,1791,1775,7,489,866,893,781,530,6,159,427,463,414,322,1,330,439,430,367,208
2019_2,1000520,8127,5212,2915,17,997,2176,1984,1827,1126,7,524,1473,1317,1101,790,10,473,703,667,726,336
2019_2,1000519,14160,7959,6201,65,2547,4043,3619,2475,1411,52,1080,2398,2087,1366,976,13,1467,1645,1532,1109,435
2019_2,1000518,2102,1256,846,5,252,496,523,471,355,3,129,307,288,272,257,2,123,189,235,199,98
2019_2,1000517,2340,1566,774,2,264,450,574,618,432,0,200,319,370,374,303,2,64,131,204,244,129
2019_2,1000516,1921,1158,763,1,147,289,431,577,476,0,70,164,232,346,346,1,77,125,199,231,130
2019_2,1000515,3321,2494,827,3,323,444,649,1016,886,2,183,292,447,773,797,1,140,152,202,243,89
2019_2,1000514,1566,819,747,5,183,326,436,440,176,3,107,192,202,198,117,2,76,134,234,242,59
2019_2,1000513,1611,1008,603,5,138,276,347,428,417,5,69,148,184,274,328,0,69,128,163,154,89
2019_2,1000512,2498,1410,1088,4,233,528,581,677,475,4,131,304,325,375,271,0,102,224,256,302,204
2019_2,1000511,2454,1339,1115,8,228,441,575,664,538,7,137,249,268,356,322,1,91,192,307,308,216
2019_2,1000510,2368,1325,1043,4,226,438,649,748,303,3,134,244,322,409,213,1,92,194,327,339,90
2019_2,1000509,2157,1431,726,8,244,371,513,688,333,4,148,247,328,451,253,4,96,124,185,237,80
2019_2,1000508,2234,1425,809,10,252,408,522,690,352,8,144,257,310,448,258,2,108,151,212,242,94
2019_2,1000507,992,630,362,5,83,156,209,291,248,5,36,72,112,195,210,0,47,84,97,96,38
2019_2,1000506,3752,1950,1802,8,727,864,990,832,331,5,315,452,491,481,206,3,412,412,499,351,125
2019_2,1000505,19071,12015,7056,19,2290,4186,4301,4757,3518,10,1237,2648,3081,2867,2172,9,1053,1538,1220,1890,1346
2019_2,1000504,12870,6599,6271,65,2363,3411,2761,1974,2296,43,986,1775,1632,1036,1127,22,1377,1636,1129,938,1169
2019_2,1000503,5092,2673,2419,11,862,1330,1200,914,775,7,334,655,689,508,480,4,528,675,511,406,295
2019_2,1000502,3068,1463,1605,9,417,581,730,851,480,5,159,305,375,358,261,4,258,276,355,493,219
2019_2,1000501,2275,1280,995,3,252,485,669,516,350,2,121,274,367,286,230,1,131,211,302,230,120
2019_2,1000500,7958,5447,2511,31,794,1459,1830,2218,1626,28,382,936,1245,1575,1281,3,412,523,585,643,345
2019_2,1000499,9404,6188,3216,37,995,1804,2206,2573,1789,31,425,1105,1488,1782,1357,6,570,699,718,791,432
2019_2,1000498,3757,2051,1706,1,610,927,956,678,585,1,237,492,522,397,402,0,373,435,434,281,183
2019_2,1000497,8335,3925,4410,18,1242,2055,1757,1299,1964,9,402,981,992,690,851,9,840,1074,765,609,1113
2019_2,1000496,4840,3024,1816,45,1374,1555,944,643,279,24,680,1083,636,395,206,21,694,472,308,248,73
2019_2,1000495,2707,1512,1195,9,577,796,653,433,239,7,215,438,387,291,174,2,362,358,266,142,65
2019_2,1000494,4905,3307,1598,11,833,1184,1227,948,702,6,442,781,850,679,549,5,391,403,377,269,153
2019_2,1000493,4337,2477,1860,6,781,1201,1062,804,483,5,301,639,672,537,323,1,480,562,390,267,160
2019_2,1000492,4874,2694,2180,6,864,1372,1099,833,700,4,347,673,665,508,497,2,517,699,434,325,203
2019_2,1000491,12280,6156,6124,63,2264,3271,2622,1830,2230,41,957,1652,1528,909,1069,22,1307,1619,1094,921,1161
2019_2,1000490,1451,756,695,5,367,459,289,197,134,1,146,245,148,119,97,4,221,214,141,78,37
2019_2,1000489,810,316,494,2,119,191,207,181,110,2,36,61,63,78,76,0,83,130,144,103,34
2019_2,1000488,2882,1317,1565,6,591,767,675,504,339,3,173,343,340,262,196,3,418,424,335,242,143
2019_2,1000487,22147,12344,9803,98,3401,4627,4099,7861,2061,37,1071,2048,1886,5711,1591,61,2330,2579,2213,2150,470
2019_2,1000486,3737,2438,1299,18,391,531,732,1107,958,5,146,311,497,781,698,13,245,220,235,326,260
2019_2,1000485,4035,2368,1667,14,651,1187,1061,728,394,11,248,624,689,508,288,3,403,563,372,220,106
2019_2,1000484,4782,2818,1964,20,706,1082,1149,1134,691,9,302,648,680,711,468,11,404,434,469,423,223
2019_2,1000483,2456,1437,1019,9,410,696,594,470,277,5,165,401,361,294,211,4,245,295,233,176,66
2019_2,1000482,8621,5871,2750,46,940,1540,1935,2410,1750,33,416,1012,1356,1702,1352,13,524,528,579,708,398
2019_2,1000481,4101,2672,1429,9,532,1046,1024,890,600,8,244,656,679,621,464,1,288,390,345,269,136
2019_2,1000480,30848,17676,13172,94,4325,6612,6252,10332,3233,38,1586,3360,3392,7068,2232,56,2739,3252,2860,3264,1001
2019_2,1000479,3140,1769,1371,12,523,649,785,714,457,2,205,378,466,422,296,10,318,271,319,292,161
2019_2,1000478,1979,1273,706,2,175,322,468,574,438,1,72,176,309,403,312,1,103,146,159,171,126
2019_2,1000477,8179,5297,2882,7,2244,2916,1776,933,303,2,1019,2011,1379,663,223,5,1225,905,397,270,80
2019_2,1000476,3832,2116,1716,10,910,1093,906,571,342,5,512,596,459,304,240,5,398,497,447,267,102
2019_2,1000475,8279,5674,2605,44,881,1481,1864,2333,1676,31,394,969,1303,1657,1320,13,487,512,561,676,356
2019_2,1000474,11245,7060,4185,32,1663,3388,3371,2193,598,8,763,2040,2229,1615,405,24,900,1348,1142,578,193
2019_2,1000473,14354,9121,5233,24,1872,3349,3318,3135,2656,15,953,2011,2339,2051,1752,9,919,1338,979,1084,904
2019_2,1000472,7006,3802,3204,9,1194,2193,2070,1114,426,5,561,1229,1125,620,262,4,633,964,945,494,164
2019_2,1000471,18846,11355,7491,66,3489,5803,5365,3334,789,24,1343,3234,3573,2603,578,42,2146,2569,1792,731,211
2019_2,1000470,4323,2241,2082,19,717,1084,1058,889,556,8,243,558,580,469,383,11,474,526,478,420,173
2019_2,1000469,8492,4365,4127,25,1358,2345,2112,1572,1080,15,463,1271,1243,806,567,10,895,1074,869,766,513
2019_2,1000468,8773,4722,4051,31,1555,2536,2114,1448,1089,19,556,1378,1338,833,598,12,999,1158,776,615,491
2019_2,1000467,8710,4604,4106,22,1474,2465,2104,1549,1096,14,509,1282,1324,870,605,8,965,1183,780,679,491
2019_2,1000466,11590,5988,5602,31,1784,2873,2491,1747,2664,17,582,1443,1477,1025,1444,14,1202,1430,1014,722,1220
2019_2,1000465,5671,3372,2299,32,1480,1789,1209,794,367,14,678,1150,769,497,264,18,802,639,440,297,103
2019_2,1000464,5615,3148,2467,13,731,1548,1484,1264,575,11,316,755,833,807,426,2,415,793,651,457,149
2019_2,1000463,2697,1604,1093,6,347,623,693,632,396,4,126,308,422,430,314,2,221,315,271,202,82
2019_2,1000462,24419,15675,8744,25,3475,5739,5420,6208,3552,13,2092,3910,3881,3594,2185,12,1383,1829,1539,2614,1367
2019_2,1000461,18635,12105,6530,23,2761,4247,4105,4804,2695,14,1659,2918,2840,2958,1716,9,1102,1329,1265,1846,979
2019_2,1000460,1052,424,628,3,136,237,271,251,154,2,33,81,89,126,93,1,103,156,182,125,61
2019_2,1000459,3489,1676,1813,31,676,871,741,703,467,16,220,378,336,402,324,15,456,493,405,301,143
2019_2,1000458,4955,2743,2212,23,763,1296,1237,1100,536,11,293,599,719,727,394,12,470,697,518,373,142
2019_2,1000457,1402,870,532,1,195,368,367,309,162,0,82,214,238,220,116,1,113,154,129,89,46
2019_2,1000456,1345,854,491,5,117,217,306,439,261,4,51,131,172,293,203,1,66,86,134,146,58
2019_2,1000455,1847,875,972,1,203,289,466,677,211,0,66,146,226,314,123,1,137,143,240,363,88
2019_2,1000454,1937,969,968,2,219,324,517,622,253,1,69,166,255,329,149,1,150,158,262,293,104
2019_2,1000453,1905,1117,788,6,202,489,468,479,261,3,71,285,276,291,191,3,131,204,192,188,70
2019_2,1000452,22356,13551,8805,42,3684,7299,6044,3916,1371,16,1665,4216,3938,2697,1019,26,2019,3083,2106,1219,352
2019_2,1000451,12451,7547,4904,22,2064,3709,3338,2325,993,9,1047,2246,2101,1457,687,13,1017,1463,1237,868,306
2019_2,1000450,1829,1117,712,5,166,349,475,548,286,4,76,210,274,344,209,1,90,139,201,204,77
2019_2,1000449,5873,2859,3014,37,2061,1356,958,923,538,16,770,693,506,529,345,21,1291,663,452,394,193
2019_2,1000448,4286,2026,2260,31,1868,992,625,524,246,13,709,517,298,299,190,18,1159,475,327,225,56
2019_2,1000447,1956,1073,883,1,199,469,564,528,195,1,97,277,276,285,137,0,102,192,288,243,58
2019_2,1000446,3214,1736,1478,4,397,872,801,703,437,2,150,498,469,363,254,2,247,374,332,340,183
2019_2,1000445,7240,5475,1765,3,790,1553,1510,2448,936,2,499,1028,1029,2109,808,1,291,525,481,339,128
2019_2,1000444,3718,2170,1548,6,683,1102,922,633,372,1,307,672,567,402,221,5,376,430,355,231,151
2019_2,1000443,3693,2936,757,0,113,303,357,625,2295,0,49,189,184,415,2099,0,64,114,173,210,196
2019_2,1000442,2079,981,1098,2,228,320,538,739,252,1,72,163,235,360,150,1,156,157,303,379,102
2019_2,1000441,2073,1021,1052,2,214,337,549,680,291,1,75,177,260,346,162,1,139,160,289,334,129
2019_2,1000440,1807,817,990,1,166,293,443,519,385,1,73,155,189,205,194,0,93,138,254,314,191
2019_2,1000439,4260,2491,1769,7,708,1227,1074,791,453,2,319,748,655,490,277,5,389,479,419,301,176
2019_2,1000438,7538,4040,3498,36,2079,1313,1103,1354,1653,16,859,772,640,740,1013,20,1220,541,463,614,640
2019_2,1000437,2332,1380,952,1,197,435,626,677,396,0,105,255,322,401,297,1,92,180,304,276,99
2019_2,1000436,4893,2970,1923,7,539,1043,1190,1222,892,3,235,635,753,737,607,4,304,408,437,485,285
2019_2,1000435,838,438,400,0,81,152,257,257,91,0,30,83,134,133,58,0,51,69,123,124,33
2019_2,1000434,2025,859,1166,5,290,441,510,476,303,4,88,197,199,193,178,1,202,244,311,283,125
2019_2,1000433,1913,875,1038,6,290,420,477,422,298,3,91,193,204,202,182,3,199,227,273,220,116
2019_2,1000432,3522,1708,1814,2,315,570,662,716,1257,1,127,300,318,294,668,1,188,270,344,422,589
2019_2,1000431,1497,762,735,5,161,288,425,367,251,4,79,148,220,167,144,1,82,140,205,200,107
2019_2,1000430,3044,1508,1536,3,329,539,788,830,555,1,144,275,402,377,309,2,185,264,386,453,246
2019_2,1000429,3073,1429,1644,5,371,813,822,660,402,3,136,344,410,301,235,2,235,469,412,359,167
2019_2,1000428,4701,3376,1325,3,383,562,625,862,2266,2,199,318,341,502,2014,1,184,244,284,360,252
2019_2,1000427,2208,1527,681,1,277,580,609,486,255,1,135,411,442,337,201,0,142,169,167,149,54
2019_2,1000426,2151,1437,714,0,251,538,602,501,259,0,120,384,423,326,184,0,131,154,179,175,75
2019_2,1000425,2744,1530,1214,2,282,618,778,631,433,1,116,331,430,343,309,1,166,287,348,288,124
2019_2,1000424,1725,1070,655,2,207,327,362,406,421,1,130,195,188,240,316,1,77,132,174,166,105
2019_2,1000423,2125,1539,586,4,271,441,515,534,360,2,149,313,367,392,316,2,122,128,148,142,44
2019_2,1000422,2236,1592,644,2,207,496,548,537,446,2,108,341,405,392,344,0,99,155,143,145,102
2019_2,1000421,2199,1270,929,4,206,361,475,563,590,2,101,192,261,286,428,2,105,169,214,277,162
2019_2,1000420,1780,983,797,3,207,275,359,499,437,2,112,158,191,246,274,1,95,117,168,253,163
2019_2,1000419,1190,497,693,1,155,225,268,295,246,0,71,95,96,118,117,1,84,130,172,177,129
2019_2,1000418,1780,827,953,2,189,299,386,435,469,1,87,124,135,198,282,1,102,175,251,237,187
2019_2,1000417,1541,605,936,0,155,288,432,414,252,0,58,101,137,156,153,0,97,187,295,258,99
2019_2,1000416,2570,1608,962,4,253,427,609,611,666,2,122,241,356,361,526,2,131,186,253,250,140
2019_2,1000415,2831,1418,1413,5,254,547,809,727,489,2,86,261,402,349,318,3,168,286,407,378,171
2019_2,1000414,3395,1793,1602,5,425,874,855,858,378,3,155,415,430,537,253,2,270,459,425,321,125
2019_2,1000413,5112,2783,2329,14,461,1020,1225,1377,1015,7,202,467,618,767,722,7,259,553,607,610,293
2019_2,1000412,2797,1608,1189,8,256,454,648,724,707,5,126,247,355,362,513,3,130,207,293,362,194
2019_2,1000411,2879,1436,1443,2,465,571,705,683,453,1,190,280,346,323,296,1,275,291,359,360,157
2019_2,1000410,2137,1059,1078,0,133,248,307,373,1076,0,54,131,120,166,588,0,79,117,187,207,488
2019_2,1000409,2384,1158,1226,7,258,484,661,607,367,5,114,261,318,248,212,2,144,223,343,359,155
2019_2,1000408,2572,1211,1361,2,167,324,425,492,1162,2,66,169,165,192,617,0,101,155,260,300,545
2019_2,1000407,2746,1316,1430,1,187,374,407,538,1239,1,63,198,180,213,661,0,124,176,227,325,578
2019_2,1000406,2127,845,1282,14,332,486,534,484,277,8,85,198,193,198,163,6,247,288,341,286,114
2019_2,1000405,2456,1054,1402,14,433,500,645,519,345,10,133,216,242,236,217,4,300,284,403,283,128
2019_2,1000404,2345,1036,1309,17,398,522,602,507,299,10,124,226,234,236,206,7,274,296,368,271,93
2019_2,1000403,4422,2282,2140,13,407,666,1059,1427,850,9,163,309,447,808,546,4,244,357,612,619,304
2019_2,1000402,4721,2438,2283,12,453,794,1108,1488,866,3,202,374,488,833,538,9,251,420,620,655,328
2019_2,1000401,3829,1564,2265,11,618,838,968,907,487,4,199,347,404,342,268,7,419,491,564,565,219
2019_2,1000400,4641,2422,2219,13,591,813,1008,1422,794,3,214,388,492,833,492,10,377,425,516,589,302
2019_2,1000399,2557,1359,1198,8,491,565,571,527,395,2,232,300,289,280,256,6,259,265,282,247,139
2019_2,1000398,2449,1165,1284,2,299,557,736,544,311,2,110,262,328,242,221,0,189,295,408,302,90
2019_2,1000397,709,448,261,0,50,117,178,247,117,0,24,71,126,134,93,0,26,46,52,113,24
2019_2,1000396,2131,1174,957,7,244,459,569,502,350,5,107,235,311,269,247,2,137,224,258,233,103
2019_2,1000395,3298,2031,1267,3,265,555,725,1112,638,0,119,288,398,804,422,3,146,267,327,308,216
2019_2,1000394,1888,1026,862,4,210,359,436,494,385,2,108,203,226,260,227,2,102,156,210,234,158
2019_2,1000393,2412,1048,1364,7,426,590,586,516,287,4,140,283,278,192,151,3,286,307,308,324,136
2019_2,1000392,1406,776,630,2,170,290,334,372,238,0,90,156,178,195,157,2,80,134,156,177,81
2019_2,1000391,1575,733,842,4,180,368,377,428,218,0,68,166,165,187,147,4,112,202,212,241,71
2019_2,1000390,1978,1035,943,5,295,475,479,378,346,3,95,245,269,187,236,2,200,230,210,191,110
2019_2,1000389,2162,1118,1044,0,170,369,555,622,446,0,66,154,223,330,345,0,104,215,332,292,101
2019_2,1000388,1688,908,780,6,133,186,298,416,649,3,55,105,139,189,417,3,78,81,159,227,232
2019_2,1000387,1494,778,716,9,160,232,368,418,307,4,53,114,180,227,200,5,107,118,188,191,107
2019_2,1000386,2019,1110,909,3,241,393,493,513,376,0,92,198,260,288,272,3,149,195,233,225,104
2019_2,1000385,1861,921,940,3,217,323,478,504,336,2,70,136,219,251,243,1,147,187,259,253,93
2019_2,1000384,1901,852,1049,4,231,333,520,508,305,3,84,183,216,215,151,1,147,150,304,293,154
2019_2,1000383,1542,721,821,2,164,295,392,431,258,0,70,158,183,177,133,2,94,137,209,254,125
2019_2,1000382,2673,1308,1365,4,346,540,710,684,389,3,133,291,324,313,244,1,213,249,386,371,145
2019_2,1000381,2117,1222,895,3,225,382,459,511,537,3,103,225,263,279,349,0,122,157,196,232,188
2019_2,1000380,3680,2246,1434,10,290,492,637,888,1363,8,131,237,341,622,907,2,159,255,296,266,456
2019_2,1000379,5204,2897,2307,12,470,629,979,1453,1661,8,210,364,509,772,1034,4,260,265,470,681,627
2019_2,1000378,3608,2361,1247,3,367,720,866,1041,611,2,178,404,559,776,442,1,189,316,307,265,169
2019_2,1000377,5451,3248,2203,3,547,1057,1276,1244,1324,0,226,654,833,654,881,3,321,403,443,590,443
2019_2,1000376,1386,783,603,3,135,243,372,415,218,0,59,131,215,249,129,3,76,112,157,166,89
2019_2,1000375,1658,835,823,3,254,324,392,416,269,3,52,139,178,230,233,0,202,185,214,186,36
2019_2,1000374,1868,1322,546,2,133,265,358,547,563,2,58,160,209,405,488,0,75,105,149,142,75
2019_2,1000373,978,345,633,0,185,170,242,229,152,0,22,52,95,88,88,0,163,118,147,141,64
2019_2,1000372,1110,526,584,0,94,175,281,309,251,0,43,85,127,136,135,0,51,90,154,173,116
2019_2,1000371,2262,1120,1142,4,299,482,543,529,405,1,84,242,270,254,269,3,215,240,273,275,136
2019_2,1000370,2172,1471,701,8,418,496,507,460,283,8,291,316,357,265,234,0,127,180,150,195,49
2019_2,1000369,1371,684,687,3,133,350,374,300,211,1,40,174,190,144,135,2,93,176,184,156,76
2019_2,1000368,1628,694,934,0,46,101,147,258,1076,0,18,59,76,88,453,0,28,42,71,170,623
2019_2,1000367,1364,552,812,0,20,61,88,191,1004,0,7,36,51,59,399,0,13,25,37,132,605
2019_2,1000366,1891,842,1049,0,62,114,206,346,1163,0,17,63,92,140,530,0,45,51,114,206,633
2019_2,1000365,1282,907,375,1,57,142,219,415,448,1,26,80,128,304,368,0,31,62,91,111,80
2019_2,1000364,1558,1071,487,2,86,188,316,429,537,2,31,106,183,314,435,0,55,82,133,115,102
2019_2,1000363,1505,934,571,1,88,199,309,427,481,1,29,96,166,286,356,0,59,103,143,141,125
2019_2,1000362,2182,1345,837,3,232,426,483,644,394,0,119,262,306,420,238,3,113,164,177,224,156
2019_2,1000361,1841,1035,806,2,201,370,448,493,327,1,86,223,259,264,202,1,115,147,189,229,125
2019_2,1000360,1761,975,786,4,179,273,404,540,361,4,63,126,209,322,251,0,116,147,195,218,110
2019_2,1000359,3014,1582,1432,8,498,667,732,710,399,7,123,318,399,437,298,1,375,349,333,273,101
2019_2,1000358,2453,1779,674,3,235,419,495,661,640,3,130,298,326,484,538,0,105,121,169,177,102
2019_2,1000357,782,421,361,1,98,162,205,197,119,1,41,95,97,109,78,0,57,67,108,88,41
2019_2,1000356,1012,480,532,0,79,209,276,215,233,0,28,100,132,100,120,0,51,109,144,115,113
2019_2,1000355,766,411,355,0,69,157,199,183,158,0,30,86,95,98,102,0,39,71,104,85,56
2019_2,1000354,1096,618,478,2,106,223,287,292,186,0,38,125,170,155,130,2,68,98,117,137,56
2019_2,1000353,5116,3100,2016,7,487,1067,1260,1120,1175,3,204,672,830,602,789,4,283,395,430,518,386
2019_2,1000352,1863,1088,775,10,170,321,455,555,352,9,57,164,253,352,253,1,113,157,202,203,99
2019_2,1000351,3505,1838,1667,1,364,880,883,896,481,1,125,407,468,544,293,0,239,473,415,352,188
2019_2,1000350,3248,1550,1698,3,334,710,724,800,677,1,105,283,339,493,329,2,229,427,385,307,348
2019_2,1000349,4071,2362,1709,4,399,1079,955,1056,578,2,152,578,555,724,351,2,247,501,400,332,227
2019_2,1000348,1195,629,566,1,123,208,281,314,268,1,39,97,151,167,174,0,84,111,130,147,94
2019_2,1000347,1736,1053,683,0,170,412,417,491,246,0,75,274,222,320,162,0,95,138,195,171,84
2019_2,1000346,1729,864,865,14,213,322,433,435,312,10,67,147,219,235,186,4,146,175,214,200,126
2019_2,1000345,2295,1214,1081,3,275,539,517,527,434,3,125,291,273,278,244,0,150,248,244,249,190
2019_2,1000344,3703,2182,1521,0,241,501,710,910,1341,0,79,236,410,560,897,0,162,265,300,350,444
2019_2,1000343,2117,1267,850,0,176,399,559,641,342,0,50,182,345,419,271,0,126,217,214,222,71
2019_2,1000342,3440,1912,1528,5,403,701,711,844,776,1,152,401,382,520,456,4,251,300,329,324,320
2019_2,1000341,1556,878,678,1,143,351,435,397,229,1,55,191,261,228,142,0,88,160,174,169,87
