기준_년_분기_코드,상권_코드,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2019_1,1000453,1390,631,759,5,184,297,370,364,170,2,75,111,152,181,110,3,109,186,218,183,60
2019_1,1000452,59195,33776,25419,115,10118,19199,16732,10629,2402,23,3796,10356,9994,7949,1658,92,6322,8843,6738,2680,744
2019_1,1000451,22633,13565,9068,39,3903,7062,5763,3855,2011,16,1738,4128,3787,2499,1397,23,2165,2934,1976,1356,614
2019_1,1000450,1991,1067,924,2,234,357,480,593,325,1,88,183,259,329,207,1,146,174,221,264,118
2019_1,1000449,2934,1333,1601,8,293,516,760,799,558,3,91,202,306,389,342,5,202,314,454,410,216
2019_1,1000448,1276,495,781,5,155,273,397,302,144,3,44,98,135,125,90,2,111,175,262,177,54
2019_1,1000447,1927,893,1034,4,281,466,486,472,218,2,98,219,227,214,133,2,183,247,259,258,85
2019_1,1000446,2762,1312,1450,11,330,535,727,721,438,5,127,265,356,328,231,6,203,270,371,393,207
2019_1,1000445,14872,5908,8964,9,3827,4624,3401,2223,788,3,994,1590,1402,1333,586,6,2833,3034,1999,890,202
2019_1,1000444,7562,4672,2890,11,1458,2295,1580,1244,974,2,798,1354,1042,780,696,9,660,941,538,464,278
2019_1,1000443,3128,2132,996,8,192,377,575,859,1117,6,69,184,317,582,974,2,123,193,258,277,143
2019_1,1000442,2353,891,1462,10,349,502,622,532,338,5,106,172,210,221,177,5,243,330,412,311,161
2019_1,1000441,2195,813,1382,6,302,404,572,554,357,4,75,144,195,201,194,2,227,260,377,353,163
2019_1,1000440,2205,876,1329,7,254,398,539,507,500,3,85,150,179,204,255,4,169,248,360,303,245
2019_1,1000439,7975,4956,3019,10,1520,2355,1727,1362,1001,2,823,1422,1149,844,716,8,697,933,578,518,285
2019_1,1000438,2144,1047,1097,12,345,469,548,489,281,5,96,201,278,285,182,7,249,268,270,204,99
2019_1,1000437,2438,1275,1163,7,371,511,575,641,333,4,146,244,282,361,238,3,225,267,293,280,95
2019_1,1000436,3344,1644,1700,7,463,771,889,802,412,3,163,348,446,434,250,4,300,423,443,368,162
2019_1,1000435,1546,819,727,3,217,307,412,377,230,1,69,145,224,214,166,2,148,162,188,163,64
2019_1,1000434,2300,1049,1251,10,376,512,609,541,252,5,151,243,239,264,147,5,225,269,370,277,105
2019_1,1000433,2025,868,1157,9,341,415,520,461,279,2,127,193,194,202,150,7,214,222,326,259,129
2019_1,1000432,2128,853,1275,14,309,406,548,501,350,5,86,162,218,197,185,9,223,244,330,304,165
2019_1,1000431,2391,912,1479,9,304,469,618,600,391,2,113,199,243,189,166,7,191,270,375,411,225
2019_1,1000430,3828,1866,1962,13,470,706,901,933,805,6,160,368,461,427,444,7,310,338,440,506,361
2019_1,1000429,5253,2218,3035,14,836,1329,1333,1125,616,7,280,555,617,463,296,7,556,774,716,662,320
2019_1,1000428,2846,1634,1212,12,339,510,584,660,741,5,76,207,299,411,636,7,263,303,285,249,105
2019_1,1000427,1371,740,631,1,152,273,371,339,235,1,62,126,197,188,166,0,90,147,174,151,69
2019_1,1000426,1473,781,692,4,163,295,386,373,252,3,67,143,190,206,172,1,96,152,196,167,80
2019_1,1000425,2315,1028,1287,3,293,448,554,597,420,3,92,208,252,260,213,0,201,240,302,337,207
2019_1,1000424,2202,1064,1138,4,259,371,471,535,562,2,104,177,225,261,295,2,155,194,246,274,267
2019_1,1000423,1752,902,850,1,144,263,394,446,504,0,60,127,196,238,281,1,84,136,198,208,223
2019_1,1000422,1878,935,943,3,160,278,428,476,533,1,71,138,228,230,267,2,89,140,200,246,266
2019_1,1000421,2396,1029,1367,14,335,507,640,532,368,6,122,235,277,203,186,8,213,272,363,329,182
2019_1,1000420,1782,817,965,3,246,356,426,461,290,1,98,136,168,234,180,2,148,220,258,227,110
2019_1,1000419,1669,693,976,4,230,329,463,410,233,2,84,140,178,170,119,2,146,189,285,240,114
2019_1,1000418,2333,1040,1293,5,299,435,557,581,456,2,114,184,227,257,256,3,185,251,330,324,200
2019_1,1000417,1786,712,1074,4,199,342,487,475,279,1,65,141,188,177,140,3,134,201,299,298,139
2019_1,1000416,2908,1279,1629,15,469,620,720,637,447,8,167,300,317,247,240,7,302,320,403,390,207
2019_1,1000415,3035,1417,1618,5,403,639,739,708,541,5,136,312,337,323,304,0,267,327,402,385,237
2019_1,1000414,3585,1680,1905,8,385,840,962,908,482,4,133,293,400,520,330,4,252,547,562,388,152
2019_1,1000413,7151,3405,3746,27,791,1403,1836,1862,1232,11,287,606,842,935,724,16,504,797,994,927,508
2019_1,1000412,3809,1669,2140,18,438,698,975,957,723,6,153,316,444,362,388,12,285,382,531,595,335
2019_1,1000411,2341,1209,1132,6,250,456,544,596,489,3,111,236,270,283,306,3,139,220,274,313,183
2019_1,1000410,1549,818,731,2,171,384,472,393,127,1,76,229,239,211,62,1,95,155,233,182,65
2019_1,1000409,2221,1040,1181,7,263,394,550,558,449,4,98,207,252,240,239,3,165,187,298,318,210
2019_1,1000408,1417,476,941,4,175,292,390,379,177,3,43,109,123,118,80,1,132,183,267,261,97
2019_1,1000407,1742,674,1068,6,250,323,455,396,312,4,65,130,190,146,139,2,185,193,265,250,173
2019_1,1000406,2881,1090,1791,20,546,659,688,603,365,8,176,290,235,209,172,12,370,369,453,394,193
2019_1,1000405,3929,1484,2445,31,793,815,965,781,544,15,230,335,381,275,248,16,563,480,584,506,296
2019_1,1000404,3472,1316,2156,19,630,785,879,743,416,10,179,348,316,267,196,9,451,437,563,476,220
2019_1,1000403,4240,2004,2236,13,464,681,1015,1353,714,8,137,310,465,720,364,5,327,371,550,633,350
2019_1,1000402,4227,1925,2302,11,457,678,1031,1354,696,4,116,276,459,719,351,7,341,402,572,635,345
2019_1,1000401,3407,1345,2062,12,434,661,883,859,558,6,124,265,366,282,302,6,310,396,517,577,256
2019_1,1000400,4175,2025,2150,12,423,674,996,1362,708,4,122,277,460,737,425,8,301,397,536,625,283
2019_1,1000399,1791,751,1040,7,189,332,447,485,331,1,68,126,194,180,182,6,121,206,253,305,149
2019_1,1000398,2285,905,1380,8,316,456,583,553,369,3,91,181,250,205,175,5,225,275,333,348,194
2019_1,1000397,1468,751,717,7,216,254,257,275,459,3,37,78,134,144,355,4,179,176,123,131,104
2019_1,1000396,2059,871,1188,7,237,349,567,572,327,6,90,145,239,217,174,1,147,204,328,355,153
2019_1,1000395,2364,1441,923,2,136,264,526,912,524,0,46,108,292,658,337,2,90,156,234,254,187
2019_1,1000394,2324,1044,1280,8,344,495,557,580,340,6,165,230,237,232,174,2,179,265,320,348,166
2019_1,1000393,2720,1020,1700,4,388,592,683,705,348,1,126,237,279,225,152,3,262,355,404,480,196
2019_1,1000392,898,420,478,4,111,172,209,252,150,0,62,89,73,110,86,4,49,83,136,142,64
2019_1,1000391,1585,632,953,3,193,403,394,385,207,0,72,191,137,128,104,3,121,212,257,257,103
2019_1,1000390,1905,773,1132,1,236,414,505,458,291,0,49,164,209,186,165,1,187,250,296,272,126
2019_1,1000389,2464,1265,1199,5,229,401,622,711,496,2,76,163,265,397,362,3,153,238,357,314,134
2019_1,1000388,2289,1158,1131,4,220,320,477,573,695,1,99,181,215,264,398,3,121,139,262,309,297
2019_1,1000387,2538,1140,1398,4,263,379,626,738,528,0,103,214,284,308,231,4,160,165,342,430,297
2019_1,1000386,2498,941,1557,6,264,426,601,697,504,1,90,194,229,225,202,5,174,232,372,472,302
2019_1,1000385,2119,1100,1019,9,281,318,534,558,419,2,98,151,268,291,290,7,183,167,266,267,129
2019_1,1000384,3297,1204,2093,6,425,595,857,912,502,3,128,258,312,304,199,3,297,337,545,608,303
2019_1,1000383,3131,1164,1967,29,556,582,725,810,429,12,204,256,250,256,186,17,352,326,475,554,243
2019_1,1000382,3410,1385,2025,7,434,623,834,943,569,5,141,259,317,359,304,2,293,364,517,584,265
2019_1,1000381,3250,1937,1313,14,274,482,686,711,1083,7,131,286,343,384,786,7,143,196,343,327,297
2019_1,1000380,5554,3162,2392,20,537,871,1188,1271,1667,14,273,553,680,684,958,6,264,318,508,587,709
2019_1,1000379,8070,4082,3988,28,878,1346,1698,1963,2157,14,385,801,924,897,1061,14,493,545,774,1066,1096
2019_1,1000378,5242,2698,2544,17,1042,1325,1152,1165,541,13,387,625,621,697,355,4,655,700,531,468,186
2019_1,1000377,4681,2265,2416,13,606,1145,1147,1197,573,9,189,548,560,637,322,4,417,597,587,560,251
2019_1,1000376,1549,772,777,4,150,261,390,504,240,4,51,108,181,274,154,0,99,153,209,230,86
2019_1,1000375,1811,781,1030,3,341,406,450,406,205,0,80,177,211,177,136,3,261,229,239,229,69
2019_1,1000374,3367,1869,1498,12,313,622,774,915,731,9,106,279,399,558,518,3,207,343,375,357,213
2019_1,1000373,1599,553,1046,5,291,294,404,404,201,1,48,117,163,131,93,4,243,177,241,273,108
2019_1,1000372,1759,701,1058,4,230,292,431,466,336,2,81,137,185,164,132,2,149,155,246,302,204
2019_1,1000371,3573,1502,2071,16,506,678,827,893,653,10,160,334,351,339,308,6,346,344,476,554,345
2019_1,1000370,1390,673,717,0,121,243,330,407,289,0,33,84,134,177,245,0,88,159,196,230,44
2019_1,1000369,1790,701,1089,3,175,324,466,459,363,3,57,141,193,143,164,0,118,183,273,316,199
2019_1,1000368,1632,1164,468,3,84,172,420,602,351,1,36,95,280,477,275,2,48,77,140,125,76
2019_1,1000367,1298,981,317,1,53,117,303,522,302,1,19,71,234,435,221,0,34,46,69,87,81
2019_1,1000366,1648,879,769,4,137,230,404,515,358,1,45,107,192,302,232,3,92,123,212,213,126
2019_1,1000365,2020,1155,865,1,124,400,507,575,413,1,47,172,276,372,287,0,77,228,231,203,126
2019_1,1000364,2949,1620,1329,8,215,524,710,766,726,4,76,220,364,467,489,4,139,304,346,299,237
2019_1,1000363,2537,1419,1118,2,184,491,610,649,601,1,64,215,341,411,387,1,120,276,269,238,214
2019_1,1000362,3136,1562,1574,13,425,590,698,857,553,5,180,338,365,413,261,8,245,252,333,444,292
2019_1,1000361,2700,1304,1396,9,323,490,667,751,460,5,129,278,344,341,207,4,194,212,323,410,253
2019_1,1000360,2887,1370,1517,12,478,607,682,734,374,8,163,264,320,373,242,4,315,343,362,361,132
2019_1,1000359,3434,1534,1900,12,739,747,797,773,366,8,207,310,363,401,245,4,532,437,434,372,121
2019_1,1000358,3176,1657,1519,22,412,556,724,839,623,11,177,279,354,434,402,11,235,277,370,405,221
2019_1,1000357,1087,507,580,5,116,174,308,300,184,3,44,90,151,135,84,2,72,84,157,165,100
2019_1,1000356,1296,550,746,0,141,261,370,338,186,0,55,126,161,116,92,0,86,135,209,222,94
2019_1,1000355,1155,497,658,0,134,196,313,306,206,0,52,105,138,114,88,0,82,91,175,192,118
2019_1,1000354,1361,586,775,3,127,253,368,385,225,3,39,90,159,155,140,0,88,163,209,230,85
2019_1,1000353,3882,1946,1936,11,488,994,1019,963,407,6,153,459,501,553,274,5,335,535,518,410,133
2019_1,1000352,2895,1380,1515,12,487,628,682,716,370,8,168,273,331,363,237,4,319,355,351,353,133
2019_1,1000351,4166,2026,2140,11,449,955,1046,1142,563,9,146,421,498,627,325,2,303,534,548,515,238
2019_1,1000350,4968,2487,2481,23,609,1142,1139,1190,865,14,238,543,585,660,447,9,371,599,554,530,418
2019_1,1000349,5259,2693,2566,18,594,1241,1262,1456,688,11,222,655,633,814,358,7,372,586,629,642,330
2019_1,1000348,2136,973,1163,7,262,353,511,612,391,4,75,155,216,287,236,3,187,198,295,325,155
2019_1,1000347,2922,1580,1342,7,389,647,653,810,416,3,155,407,336,440,239,4,234,240,317,370,177
2019_1,1000346,2011,978,1033,12,291,333,482,516,377,7,109,154,229,244,235,5,182,179,253,272,142
2019_1,1000345,2164,973,1191,4,259,421,499,519,462,3,78,172,226,268,226,1,181,249,273,251,236
2019_1,1000344,2235,873,1362,8,261,499,594,543,330,5,71,201,240,198,158,3,190,298,354,345,172
2019_1,1000343,2547,1297,1250,1,240,447,659,806,394,0,67,215,359,433,223,1,173,232,300,373,171
2019_1,1000342,5765,3062,2703,20,798,1123,1273,1378,1173,9,309,661,693,745,645,11,489,462,580,633,528
2019_1,1000341,1088,430,658,4,142,259,299,297,87,3,42,90,116,130,49,1,100,169,183,167,38
2019_1,1000340,1465,634,831,5,169,304,421,317,249,2,68,139,168,121,136,3,101,165,253,196,113
2019_1,1000339,5147,2380,2767,9,663,873,1143,1303,1156,3,195,418,525,594,645,6,468,455,618,709,511
2019_1,1000338,3095,1422,1673,7,267,509,652,725,935,5,106,223,300,349,439,2,161,286,352,376,496
2019_1,1000337,3844,1621,2223,7,437,678,777,897,1048,4,147,273,344,380,473,3,290,405,433,517,575
2019_1,1000336,2636,1203,1433,6,365,538,616,612,499,4,114,209,285,284,307,2,251,329,331,328,192
2019_1,1000335,2274,1040,1234,6,317,452,558,537,404,4,107,175,252,237,265,2,210,277,306,300,139
2019_1,1000334,2326,1006,1320,3,251,486,573,642,371,1,68,216,246,260,215,2,183,270,327,382,156
2019_1,1000333,1442,503,939,1,171,321,410,362,177,0,46,108,122,125,102,1,125,213,288,237,75
2019_1,1000332,1522,653,869,6,163,289,392,418,254,6,48,128,165,177,129,0,115,161,227,241,125
2019_1,1000331,2162,849,1313,6,265,431,581,518,361,4,67,175,217,205,181,2,198,256,364,313,180
2019_1,1000330,1707,602,1105,7,250,398,495,342,215,4,70,136,152,128,112,3,180,262,343,214,103
2019_1,1000329,1806,839,967,6,215,364,485,424,312,4,70,156,204,204,201,2,145,208,281,220,111
2019_1,1000328,1114,440,674,3,161,262,328,276,84,2,49,93,116,122,58,1,112,169,212,154,26
2019_1,1000327,6320,3220,3100,20,743,1237,1381,1567,1372,12,276,591,695,884,762,8,467,646,686,683,610
2019_1,1000326,2486,1084,1402,3,490,541,568,594,290,2,118,254,267,275,168,1,372,287,301,319,122
2019_1,1000325,2864,1160,1704,16,539,737,664,568,340,7,169,321,277,215,171,9,370,416,387,353,169
2019_1,1000324,5726,3093,2633,6,721,1145,1289,1398,1167,2,254,644,712,807,674,4,467,501,577,591,493
2019_1,1000323,2058,877,1181,2,278,414,519,503,342,2,76,156,217,226,200,0,202,258,302,277,142
2019_1,1000322,2875,1260,1615,7,387,618,688,725,450,5,125,245,296,302,287,2,262,373,392,423,163
2019_1,1000321,2885,1303,1582,11,237,435,632,669,901,8,96,186,278,322,413,3,141,249,354,347,488
2019_1,1000320,1557,607,950,8,246,298,403,394,208,3,55,106,162,173,108,5,191,192,241,221,100
2019_1,1000319,7030,3606,3424,25,897,1536,1626,1848,1098,13,312,790,819,1058,614,12,585,746,807,790,484
2019_1,1000318,2293,1460,833,6,206,291,540,834,416,5,104,158,327,581,285,1,102,133,213,253,131
2019_1,1000317,1934,844,1090,3,316,350,497,504,264,1,70,172,247,211,143,2,246,178,250,293,121
2019_1,1000316,1640,761,879,6,225,337,381,426,265,3,76,169,189,185,139,3,149,168,192,241,126
2019_1,1000315,4792,2380,2412,17,522,1075,1140,1183,855,11,207,500,572,658,432,6,315,575,568,525,423
2019_1,1000314,3635,2270,1365,9,322,432,703,797,1372,2,115,222,374,470,1087,7,207,210,329,327,285
2019_1,1000313,2485,1116,1369,7,321,536,688,572,361,3,104,209,333,265,202,4,217,327,355,307,159
2019_1,1000312,4370,2308,2062,26,703,968,1154,997,522,4,274,543,645,569,273,22,429,425,509,428,249
2019_1,1000311,1967,978,989,5,238,447,587,444,246,1,94,216,288,205,174,4,144,231,299,239,72
2019_1,1000310,4281,2397,1884,7,1048,1198,890,723,415,1,503,758,502,381,252,6,545,440,388,342,163
2019_1,1000309,5057,2819,2238,7,1180,1334,1048,944,544,1,520,826,612,536,324,6,660,508,436,408,220
2019_1,1000308,2008,1052,956,8,243,364,519,552,322,2,88,176,273,314,199,6,155,188,246,238,123
2019_1,1000307,1300,565,735,12,165,280,337,311,195,9,53,115,119,154,115,3,112,165,218,157,80
2019_1,1000306,3313,1562,1751,34,520,787,898,704,370,15,144,335,416,420,232,19,376,452,482,284,138
2019_1,1000305,3415,1841,1574,7,391,565,664,681,1107,1,129,287,326,338,760,6,262,278,338,343,347
2019_1,1000304,4981,2784,2197,4,706,1436,1297,1083,455,1,250,676,760,755,342,3,456,760,537,328,113
2019_1,1000303,2393,1261,1132,8,350,523,619,618,275,2,132,320,362,342,103,6,218,203,257,276,172
2019_1,1000302,2678,1365,1313,9,345,582,715,685,342,3,127,336,392,375,132,6,218,246,323,310,210
2019_1,1000301,1605,581,1024,7,262,297,394,384,261,2,79,123,166,119,92,5,183,174,228,265,169
2019_1,1000300,1923,748,1175,7,313,388,495,460,260,2,91,151,197,169,138,5,222,237,298,291,122
2019_1,1000299,2471,1516,955,0,368,481,726,636,260,0,132,235,465,474,210,0,236,246,261,162,50
2019_1,1000298,2215,1060,1155,7,288,413,577,580,350,3,91,174,231,315,246,4,197,239,346,265,104
2019_1,1000297,1283,541,742,7,185,276,356,296,163,3,74,115,124,124,101,4,111,161,232,172,62
2019_1,1000296,3081,1958,1123,3,238,332,506,679,1323,0,92,173,256,390,1047,3,146,159,250,289,276
2019_1,1000295,4477,2498,1979,8,1110,1218,908,803,430,2,501,758,527,453,257,6,609,460,381,350,173
2019_1,1000294,3607,2015,1592,14,484,600,704,699,1106,3,167,309,380,378,778,11,317,291,324,321,328
2019_1,1000293,9127,4123,5004,23,1796,2543,2238,1903,624,9,435,970,1141,1186,382,14,1361,1573,1097,717,242
2019_1,1000292,9372,4693,4679,17,1723,2851,2377,1666,738,2,502,1224,1343,1094,528,15,1221,1627,1034,572,210
2019_1,1000291,8349,4109,4240,14,1610,2648,2076,1457,544,3,443,1112,1165,986,400,11,1167,1536,911,471,144
2019_1,1000290,6202,3133,3069,22,905,1487,1516,1546,726,10,342,662,767,945,407,12,563,825,749,601,319
2019_1,1000289,5131,1988,3143,12,1298,1528,1231,823,239,3,232,527,608,464,154,9,1066,1001,623,359,85
2019_1,1000288,5981,3349,2632,11,1319,1537,1296,1137,681,2,583,952,763,663,386,9,736,585,533,474,295
2019_1,1000287,2879,1453,1426,14,449,651,733,630,402,1,175,330,390,333,224,13,274,321,343,297,178
2019_1,1000286,3311,1481,1830,17,612,839,842,640,361,3,223,402,399,263,191,14,389,437,443,377,170
2019_1,1000285,4496,2418,2078,17,710,994,1110,936,729,3,270,536,634,527,448,14,440,458,476,409,281
2019_1,1000284,3837,1662,2175,15,684,841,871,800,626,2,203,365,411,354,327,13,481,476,460,446,299
2019_1,1000283,1472,827,645,3,174,236,381,418,260,2,65,107,204,260,189,1,109,129,177,158,71
2019_1,1000282,2892,1262,1630,30,481,759,800,537,285,13,142,330,346,278,153,17,339,429,454,259,132
2019_1,1000281,3190,1134,2056,27,498,677,810,703,475,10,123,280,283,214,224,17,375,397,527,489,251
2019_1,1000280,1692,776,916,1,284,353,451,417,186,1,108,135,203,212,117,0,176,218,248,205,69
2019_1,1000279,1644,761,883,7,311,354,433,377,162,2,120,140,205,201,93,5,191,214,228,176,69
2019_1,1000278,1906,749,1157,19,267,372,490,450,308,10,76,153,188,189,133,9,191,219,302,261,175
2019_1,1000277,9280,4213,5067,21,1870,2612,2203,1905,669,8,464,1023,1118,1189,411,13,1406,1589,1085,716,258
2019_1,1000276,6180,3087,3093,15,744,1392,1495,1670,864,7,277,617,753,972,461,8,467,775,742,698,403
2019_1,1000275,6229,2500,3729,13,1477,1749,1460,1067,463,4,294,638,717,563,284,9,1183,1111,743,504,179
2019_1,1000274,4013,2146,1867,11,446,677,785,779,1315,1,161,350,404,389,841,10,285,327,381,390,474
2019_1,1000273,2611,1421,1190,4,309,430,632,740,496,1,91,192,334,462,341,3,218,238,298,278,155
2019_1,1000272,2376,945,1431,30,335,554,663,473,321,15,93,232,244,213,148,15,242,322,419,260,173
2019_1,1000271,2298,1072,1226,18,347,480,578,507,368,9,114,263,275,236,175,9,233,217,303,271,193
2019_1,1000270,7953,3130,4823,17,1867,2178,1789,1381,721,3,405,797,850,670,405,14,1462,1381,939,711,316
2019_1,1000269,5509,2336,3173,20,813,913,992,1091,1680,3,238,425,474,471,725,17,575,488,518,620,955
2019_1,1000268,6156,2666,3490,17,903,1103,1205,1187,1741,4,272,543,589,516,742,13,631,560,616,671,999
2019_1,1000267,1521,858,663,3,131,254,349,445,339,1,45,100,163,301,248,2,86,154,186,144,91
2019_1,1000266,770,354,416,6,114,143,195,180,132,5,37,67,79,84,82,1,77,76,116,96,50
2019_1,1000265,3461,2193,1268,4,318,435,604,746,1354,0,126,228,326,439,1074,4,192,207,278,307,280
2019_1,1000264,2485,1178,1307,7,288,545,661,614,370,0,95,231,330,286,236,7,193,314,331,328,134
2019_1,1000263,3157,1791,1366,5,307,456,577,608,1204,1,109,222,269,292,898,4,198,234,308,316,306
2019_1,1000262,1731,991,740,2,139,301,436,502,351,1,42,139,224,336,249,1,97,162,212,166,102
2019_1,1000261,2018,744,1274,16,281,335,483,514,389,7,67,151,173,169,177,9,214,184,310,345,212
2019_1,1000260,4843,3012,1831,20,677,1036,1328,1281,501,12,312,613,847,894,334,8,365,423,481,387,167
2019_1,1000259,2120,1216,904,3,252,328,524,614,399,1,96,145,286,399,289,2,156,183,238,215,110
2019_1,1000258,3028,1572,1456,4,401,513,720,787,603,0,120,216,323,461,452,4,281,297,397,326,151
2019_1,1000257,1987,1051,936,1,254,354,476,500,402,0,89,172,225,281,284,1,165,182,251,219,118
2019_1,1000256,1971,998,973,4,223,263,481,572,428,1,78,118,233,313,255,3,145,145,248,259,173
2019_1,1000255,2546,1005,1541,6,336,487,626,650,441,2,97,184,235,239,248,4,239,303,391,411,193
2019_1,1000254,2371,1300,1071,6,328,412,574,700,351,1,107,176,324,422,270,5,221,236,250,278,81
2019_1,1000253,1196,628,568,1,124,257,312,313,189,0,52,128,161,172,115,1,72,129,151,141,74
2019_1,1000252,6060,3035,3025,13,596,1228,1497,1694,1032,8,186,509,664,967,701,5,410,719,833,727,331
2019_1,1000251,1970,944,1026,3,187,363,556,523,338,3,69,181,270,219,202,0,118,182,286,304,136
2019_1,1000250,2337,1157,1180,9,253,366,577,706,426,7,82,154,268,363,283,2,171,212,309,343,143
2019_1,1000249,4722,2691,2031,15,631,1038,1229,1022,787,5,268,657,637,555,569,10,363,381,592,467,218
2019_1,1000248,4247,2191,2056,13,538,998,1257,950,491,2,240,634,615,409,291,11,298,364,642,541,200
2019_1,1000247,2652,1306,1346,5,344,483,708,798,314,2,97,208,375,438,186,3,247,275,333,360,128
2019_1,1000246,2363,1189,1174,4,305,449,579,690,336,1,78,206,305,387,212,3,227,243,274,303,124
2019_1,1000245,2816,1307,1509,7,423,582,717,739,348,1,104,235,368,390,209,6,319,347,349,349,139
2019_1,1000244,2824,1327,1497,6,418,545,709,770,376,0,100,202,361,418,246,6,318,343,348,352,130
2019_1,1000243,2737,1300,1437,9,436,567,686,693,346,1,112,223,371,379,214,8,324,344,315,314,132
2019_1,1000242,1943,1136,807,1,198,318,498,675,253,0,73,150,278,458,177,1,125,168,220,217,76
2019_1,1000241,1832,1100,732,2,208,280,464,605,273,0,79,130,274,436,181,2,129,150,190,169,92
2019_1,1000240,2220,1176,1044,2,243,413,534,597,431,0,78,175,222,360,341,2,165,238,312,237,90
2019_1,1000239,3300,1586,1714,15,385,571,760,893,676,3,102,241,351,450,439,12,283,330,409,443,237
2019_1,1000238,2063,1013,1050,5,264,476,530,500,288,2,92,232,260,260,167,3,172,244,270,240,121
2019_1,1000237,3871,1954,1917,7,482,757,874,850,901,2,166,368,418,406,594,5,316,389,456,444,307
2019_1,1000236,2168,1179,989,3,233,365,455,451,661,2,88,177,230,224,458,1,145,188,225,227,203
2019_1,1000235,3178,1565,1613,7,313,547,714,728,869,2,111,221,338,308,585,5,202,326,376,420,284
2019_1,1000234,2631,1365,1266,6,242,410,571,584,818,4,89,193,296,248,535,2,153,217,275,336,283
2019_1,1000233,3257,1692,1565,10,330,544,740,753,880,6,120,253,384,344,585,4,210,291,356,409,295
2019_1,1000232,2110,849,1261,3,228,374,586,598,321,1,70,147,235,218,178,2,158,227,351,380,143
2019_1,1000231,3182,1650,1532,6,350,548,789,866,623,4,120,252,379,462,433,2,230,296,410,404,190
2019_1,1000230,5932,3120,2812,20,862,1346,1629,1309,766,11,334,783,803,680,509,9,528,563,826,629,257
2019_1,1000229,2256,1082,1174,4,239,413,593,613,394,3,75,182,280,294,248,1,164,231,313,319,146
2019_1,1000228,4830,2650,2180,11,589,1098,1402,1117,613,4,262,684,712,570,418,7,327,414,690,547,195
2019_1,1000227,1786,1050,736,1,183,302,462,602,236,0,61,144,267,421,157,1,122,158,195,181,79
2019_1,1000226,2349,1119,1230,6,336,509,585,570,343,2,105,254,273,273,212,4,231,255,312,297,131
2019_1,1000225,1893,785,1108,6,188,404,489,518,288,4,62,175,175,202,167,2,126,229,314,316,121
2019_1,1000224,2578,1140,1438,7,257,437,676,783,418,3,89,197,336,319,196,4,168,240,340,464,222
2019_1,1000223,2011,981,1030,7,223,338,485,595,363,3,63,162,215,289,249,4,160,176,270,306,114
2019_1,1000222,3936,2105,1831,13,514,931,1150,878,450,3,224,590,552,427,309,10,290,341,598,451,141
2019_1,1000221,2621,1375,1246,8,285,567,780,672,309,5,95,267,399,413,196,3,190,300,381,259,113
2019_1,1000220,2451,1315,1136,6,266,554,713,627,285,4,86,276,377,393,179,2,180,278,336,234,106
2019_1,1000219,576,254,322,2,71,114,168,134,87,1,29,42,71,61,50,1,42,72,97,73,37
