기준_년_분기_코드,상권_코드,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2019_2,1000668,96,3,6,,1,3,2,1,1,,,,,,7,,,,1,40
2019_2,1000744,120,8,4,,,7,,1,1,1,,,3,,28,,,,,27
2019_2,1000797,75,3,2,,1,11,1,1,1,,,,,,3,,,,,15
2019_2,1000823,110,4,3,,1,13,1,1,,,,,,,10,,,,,18
2019_2,1000808,76,,2,,,13,2,,1,1,,,,,,,,,,22
2019_2,1000788,149,6,6,,,13,2,1,,,,,2,5,10,,,,1,25
2019_2,1000679,115,3,6,2,3,13,1,,,,,,,,4,,,,1,23
2019_2,1000758,92,2,,,,9,3,,,,,,,,12,,,,1,18
2019_2,1000720,88,4,2,,2,8,2,1,,1,,,,4,3,,,,1,24
2019_2,1000698,128,2,6,2,3,19,3,1,1,,,,,,9,,,,,24
2019_2,1000829,161,6,4,,3,17,1,1,,,,,,1,22,,,,1,29
2019_2,1000817,153,4,3,,,16,3,1,,,,,2,,36,,,,,31
2019_2,1000806,105,3,1,,,7,1,1,,,,,1,,52,,,,,23
2019_2,1000673,133,5,7,,4,12,1,2,1,,,,1,,7,,,,,42
2019_2,1000818,53,2,1,,,2,2,,1,2,,,,,6,,,,,17
2019_2,1000159,148,6,8,,2,20,3,2,2,1,,,,,13,,,,1,14
2019_2,1000219,62,3,,,,7,2,,,,,,,,5,,,,1,11
2019_2,1000216,78,2,1,,3,10,2,,,,,,,,2,,,,,19
2019_2,1000227,68,2,,,,6,1,1,1,,,,,,2,,,,,11
2019_2,1000226,123,4,1,,1,11,,,1,,,,,,1,,,,1,22
2019_2,1000229,125,4,2,,1,13,3,2,,,,,1,,2,,,,,29
2019_2,1000203,112,4,3,,,12,2,1,1,2,26,,,,3,,,,1,20
2019_2,1000214,99,7,2,,2,16,2,1,1,,,,,,2,,,,,15
2019_2,1000206,63,5,1,,,4,3,1,1,1,,,,2,4,,,,,17
2019_2,1000198,128,2,4,,3,15,2,1,,,,,,,6,,,,,20
2019_2,1000185,86,2,1,,2,10,1,2,1,1,,,1,,1,,,,,23
2019_2,1000179,78,3,1,,1,6,1,1,1,,31,,,,3,,,,1,7
2019_2,1000585,45,4,1,,1,4,1,2,1,1,3,,1,,,,,,,4
2019_2,1000299,60,3,,,,1,,,2,1,13,,,1,2,,,,,15
2019_2,1000324,217,4,5,,3,18,1,,1,1,3,,2,,16,,,,1,25
2019_2,1000315,100,3,3,,1,17,2,1,,,,,,,8,,,,,19
2019_2,1000294,77,4,4,,2,8,2,1,,,,,1,,2,,,,1,12
2019_2,1000307,95,3,,,,7,3,4,1,,,,2,2,,,,,,38
2019_2,1000306,160,5,4,,,13,4,1,2,2,7,,3,2,16,,,,1,31
2019_2,1000305,83,2,3,,2,7,5,1,,1,,,1,,1,,,,1,13
2019_2,1000302,134,7,2,,,11,1,1,,,,,,,4,,,,,34
2019_2,1000278,141,3,6,,,14,2,1,1,1,20,,1,,6,,,,1,27
2019_2,1000018,147,4,6,,,11,1,,,1,,,1,4,13,,,,2,22
2019_2,1000257,82,5,1,,2,8,2,1,1,,,,1,,2,,,,,18
2019_2,1000266,68,1,,,,5,2,1,,,,,,2,,,,,,28
2019_2,1000246,77,3,1,,1,11,3,1,,,,,1,,3,,,,,9
2019_2,1000146,78,3,2,,,5,3,2,1,1,,,,4,,,,,,13
2019_2,1000007,194,8,4,,,3,1,1,1,2,,,,37,42,,,,,43
2019_2,1000129,103,4,4,,1,8,3,,1,1,,,2,4,7,,,,,18
2019_2,1000143,120,2,6,,2,10,1,2,,,,,1,,26,,,,1,11
2019_2,1000061,84,6,,,,6,,1,2,2,,,,4,3,,,,,27
2019_2,1000112,111,4,4,,1,10,,,,,,,,1,12,,,,,18
2019_2,1000617,78,3,1,,1,10,2,,,,,,,,3,,,,,15
2019_2,1000248,167,1,3,,1,17,2,1,,,,,1,,5,,,,1,27
2019_2,1000566,137,3,3,,,8,1,2,,,,,,,9,,,,2,21
2019_2,1000641,104,1,2,,,11,2,2,,,,,,,4,,,,1,18
2019_2,1000607,106,8,5,1,1,10,,,,2,1,,1,1,7,,,,,22
2019_2,1000633,84,6,5,2,1,11,,2,1,,,,,,7,,,,,14
2019_2,1000591,110,3,3,,3,10,3,1,,2,,,1,,3,,,,1,20
2019_2,1000423,53,3,,,,3,2,1,3,1,,,,,1,,,,1,13
2019_2,1000401,148,2,3,1,1,14,3,2,1,2,,,2,,4,,,,1,28
2019_2,1000349,123,6,4,1,3,11,1,,,,,,,,5,,,,,24
2019_2,1000523,69,1,2,,,9,2,1,1,2,,,,,2,,,,,9
2019_2,1000590,45,2,2,,,1,1,1,1,,,,7,,,4,,,,19
2019_2,1000588,102,3,4,1,,18,2,,1,1,,,1,,8,,,,,11
2019_2,1000353,107,3,3,,,11,3,2,,,,,1,,6,,,,1,15
2019_2,1000577,104,2,5,,1,10,2,2,1,,,,2,,3,,,,1,19
2019_2,1000576,79,2,2,,,7,2,1,1,,,,,1,3,,,,1,21
2019_2,1000560,106,1,2,,2,12,2,,1,2,,,,,4,,,,,13
2019_2,1000495,157,3,3,,,5,1,1,,,,,1,5,70,,,,2,22
2019_2,1000574,102,,5,,2,8,1,1,1,,,,1,,4,,,,1,24
2019_2,1000554,212,3,3,,1,22,2,,,,,,,,10,,,,2,20
2019_2,1000552,105,1,2,,1,18,3,1,1,,,,,,1,,,,,11
2019_2,1000269,170,1,5,,1,14,2,2,,,,,2,,16,,,,1,24
2019_2,1000548,74,3,1,,1,6,2,3,1,,,,,,5,,,,,4
2019_2,1000511,107,7,3,,1,16,1,1,1,1,,,,,2,,,,,17
2019_2,1000658,91,1,1,,,15,3,2,1,2,,,1,,2,,,,,21
2019_2,1000233,121,3,3,,,13,2,2,1,,,,,,6,,,,1,26
2019_2,1000603,68,2,1,,,5,4,1,2,,,,1,,2,,,,,12
2019_2,1000650,126,1,4,,2,18,2,,,,1,,1,,3,,,,1,17
2019_2,1000463,93,3,2,,,3,,1,,,12,,1,,8,,,,1,26
2019_2,1000624,82,1,3,,1,6,1,1,2,,,,2,1,2,,,,,28
2019_2,1000471,110,10,7,,,11,1,1,,,,,,,6,,,,,22
2019_2,1000447,106,5,4,,,8,1,4,1,,9,,1,,12,,,,,21
2019_2,1000437,82,3,4,,,4,5,3,2,2,10,,1,,9,,,,,12
2019_2,1000427,55,3,,,,5,2,1,2,,,,,,2,,,,1,4
2019_2,1000929,136,3,1,,,8,1,1,1,1,,,,8,17,,,,,13
2019_2,1000346,120,4,1,,,9,2,1,1,,,,1,2,,,,,,53
2019_2,1000376,91,4,1,,,14,3,2,,,,,,,,,,,,29
2019_2,1000337,139,7,4,,2,18,2,1,1,1,3,,4,,10,,,,1,21
2019_2,1000332,102,5,3,,1,12,1,1,1,1,,,1,,3,,,,,18
2019_2,1000358,91,1,4,,2,10,,1,1,,,,1,,3,,,,1,28
2019_2,1000988,93,2,4,,1,14,3,1,1,,,,,,6,,,,1,20
2019_2,1000686,82,5,6,,,7,2,1,,,,,,3,2,,,,1,17
2019_2,1000981,137,2,5,,1,14,2,2,,,,,1,,9,,,,1,17
2019_2,1000743,148,4,8,,1,15,1,1,,,,,1,1,9,,,,2,18
2019_2,1000891,71,3,1,,1,7,1,2,,1,,,,,3,,,,,21
2019_2,1000773,164,4,2,1,2,15,1,1,2,1,,,,1,17,,,,2,29
2019_2,1000772,144,3,3,,1,14,,,,,,,1,1,14,,,,1,24
2019_2,1000944,96,2,3,,1,15,,1,,,,,1,,13,,,,,11
2019_2,1000954,266,3,11,,1,34,1,2,,1,,,4,,32,,,,,19
2019_2,1000952,110,4,6,,4,12,2,1,,,,,2,2,9,,,,,15
2019_2,1000924,160,4,9,,,16,1,1,,,,,2,1,13,,,,3,8
2019_2,1000923,142,3,16,,1,10,,,,,,,1,,41,,,,,16
2019_2,1000851,74,1,3,,,6,2,1,1,1,,,1,1,5,,,,,21
2019_2,1000947,97,2,2,,1,8,3,,,,,,1,4,16,,,,,11
2019_2,1001006,96,5,1,,,11,4,2,1,,,,,,,,,,,24
2019_2,1000854,91,1,3,,,8,1,,,1,,,2,,7,,,,,24
2019_2,1000843,60,3,1,,,8,3,1,1,2,,,,,2,,,,,10
2019_2,1000941,122,3,5,,,12,2,2,1,1,,,2,1,1,,,,2,22
2019_2,1000385,133,2,1,,2,14,1,1,,,1,,,,5,,,,2,42
2019_2,1000699,92,1,2,,,13,3,2,,,,,1,,1,,,,,26
2019_2,1000730,102,1,2,1,2,8,1,1,,1,,,1,,21,,,,,22
2019_2,1000705,86,2,2,,1,7,3,1,,1,,,1,,11,,,,,20
2019_2,1000812,161,4,3,,3,23,4,2,,1,,,3,,7,,,,1,30
2019_2,1000824,202,3,6,,3,25,1,1,,,,,3,,9,,,,1,31
2019_2,1000667,92,6,1,,2,11,1,2,2,1,,,,1,1,,,,,21
2019_2,1000752,90,5,5,,1,8,2,2,,,,,1,1,10,,,,,14
2019_2,1000750,50,1,,,,2,,1,1,,,,2,,1,,,,,15
2019_2,1000683,94,2,3,,,13,2,2,1,1,,,2,,,,,,,29
2019_2,1000767,152,4,4,,2,17,4,2,,,,,3,,22,,,,,24
2019_2,1000764,98,2,3,1,1,15,1,2,,,,,2,,6,,,,1,16
2019_2,1000763,101,2,4,1,1,15,1,2,,,,,2,,2,,,,1,17
2019_2,1000733,193,2,5,,1,23,1,,,,,,3,,19,,,,1,21
2019_2,1000796,117,4,3,,1,15,1,,,,,,,,9,,,,,19
2019_2,1000794,49,2,,,,5,1,1,,,,,1,,,,,,,9
2019_2,1000707,108,2,2,,2,14,3,2,1,,,,,,7,,,,2,19
2019_2,1000674,112,5,4,,2,16,1,2,1,1,,,,1,2,,,,,27
2019_2,1000805,67,2,,,,1,1,1,,2,,,,,46,,,,,7
2019_2,1000663,90,4,1,1,,8,,2,1,,,,,1,2,,,,,18
2019_2,1000672,123,6,7,,2,17,,1,1,,,,,,5,,,,,27
2019_2,1000671,144,10,6,1,2,19,,1,,,,,,,7,,,,,20
2019_2,1000782,93,2,3,1,1,13,2,1,1,,,,2,,1,,,,,12
2019_2,1000237,150,3,3,,1,15,3,2,,,,,,,1,,,,1,25
2019_2,1000221,134,4,1,,,20,2,,,,9,,,,20,,,,1,17
2019_2,1000195,58,7,2,,,3,,1,1,,,,,,,,,,,9
2019_2,1000208,97,3,2,1,1,3,1,1,2,2,51,,,4,6,,,,,12
2019_2,1000212,100,6,4,,4,12,2,1,,,,,,2,10,,,,1,12
2019_2,1000200,123,1,3,,5,17,2,2,,,,,,,6,,,,,23
2019_2,1000193,129,7,2,1,2,11,1,,1,1,,,,,9,,,,1,32
2019_2,1000538,61,2,,,,4,1,2,,,,,,,,,,,,11
2019_2,1000510,100,6,1,,,17,4,2,1,,,,,1,2,,,,,15
2019_2,1000310,81,3,2,,,9,1,1,,,,,,,7,,,,1,11
2019_2,1000507,56,2,1,,,7,,,2,1,,,,,1,,,,,3
2019_2,1000297,102,4,4,,,11,1,2,,,,,,1,,,,,,30
2019_2,1000308,95,2,1,,1,12,1,1,1,1,,,,,1,,,,2,24
2019_2,1000304,103,3,2,,,3,2,1,2,1,30,,,1,14,,,,1,21
2019_2,1000268,195,3,9,,1,16,5,2,2,1,,,1,,14,,,,1,36
2019_2,1000280,90,4,1,,,2,3,2,1,2,20,,,,3,,,,,22
2019_2,1000319,206,6,6,1,2,17,1,1,1,,,,1,,9,,,,1,28
2019_2,1000283,104,3,4,,,9,,,1,1,4,,,,5,,,,,31
2019_2,1000253,78,3,1,,,4,1,,,,,,2,,5,,,,,14
2019_2,1000263,102,2,4,,1,16,2,1,,,,,,,1,,,,1,16
2019_2,1000243,159,6,2,,2,22,1,,,,,,3,,7,,,,1,19
2019_2,1000087,101,5,1,,,11,1,2,1,1,,,,1,3,,,,,24
2019_2,1000130,97,3,3,,1,7,3,1,1,1,,,1,4,7,,,,,20
2019_2,1000043,74,2,2,,,6,1,3,1,1,,,,,2,,,,1,14
2019_2,1000139,142,1,5,,2,10,2,2,,1,,,1,6,6,,,,2,24
2019_2,1000122,106,3,4,,2,14,1,1,,,,,1,1,2,,,,3,14
2019_2,1000169,180,3,6,1,1,14,3,2,2,2,44,,1,3,34,,,,,17
2019_2,1000161,148,1,2,,,21,2,1,,1,,,1,1,4,,,,1,28
2019_2,1000113,69,5,9,,1,4,,1,,,,,,1,4,,,,1,8
2019_2,1000126,94,9,3,,,7,4,1,1,,,,2,,3,,,,2,21
2019_2,1000027,142,6,1,,,5,2,1,1,1,7,,,9,35,,,,,24
2019_2,1000191,114,2,7,,2,16,,,1,,,,1,,3,,,,3,30
2019_2,1000190,91,5,2,,1,9,1,1,1,1,,,,1,3,,,,,20
2019_2,1000032,131,6,5,,1,15,1,1,,,,,1,2,13,,,,2,7
2019_2,1000031,77,2,2,,,8,1,1,1,1,,,1,,5,,,,,13
2019_2,1000066,100,7,7,,,8,2,,1,1,,,1,5,3,,,,1,23
2019_2,1000051,158,7,7,,,5,,1,,,7,,,8,22,,,,1,33
2019_2,1000072,86,3,2,,,10,1,,1,1,7,,,,7,,,,,19
2019_2,1000063,151,12,2,,,7,,1,,,7,,,5,25,,,,1,26
2019_2,1000101,83,4,1,,,9,2,2,,,,,1,,8,,,,,9
2019_2,1000150,96,4,1,,,10,4,1,1,,,,,,3,,,,,22
2019_2,1000136,137,5,2,,1,19,1,2,,,,,1,,7,,,,1,26
2019_2,1000015,180,10,8,12,1,8,1,1,1,,23,,,18,14,,,,2,29
2019_2,1000014,139,10,9,12,1,4,2,2,1,,21,,,3,4,,,,,27
2019_2,1000013,157,2,5,,,5,1,2,,,,,,13,33,,,,2,21
2019_2,1000107,63,5,,,,5,2,1,1,1,,,,,,,,,,22
2019_2,1000021,119,4,4,,,7,3,1,1,1,7,,3,4,27,,,,,16
2019_2,1000712,55,2,1,,1,6,1,,,1,,,,1,2,,,,1,11
2019_2,1000649,44,2,,,,,2,2,,1,,,1,,,,,,1,15
2019_2,1000567,144,6,7,,2,13,1,2,1,1,,,1,1,4,8,,,2,43
2019_2,1000616,80,3,2,,,8,1,2,1,,,,,,,,,,,23
2019_2,1000504,150,3,8,,,9,2,1,,,,,,2,32,,,,,40
2019_2,1000531,90,1,2,,,10,1,1,,,,,,,5,,,,,15
2019_2,1000594,72,3,1,,,4,1,1,1,2,,,1,,,,,,1,25
2019_2,1000592,103,3,3,,1,11,2,1,,2,,,,,3,,,,,23
2019_2,1000492,106,4,4,,,10,1,1,,,,,,1,11,,,,1,21
2019_2,1000501,90,2,1,,,6,1,2,,,,,,2,1,,,,,36
2019_2,1000581,74,2,1,,1,10,1,,,,,,1,,6,,,,,15
2019_2,1000352,130,2,5,,1,18,1,,2,1,,,1,,5,,,,1,27
2019_2,1000528,113,4,4,,1,12,5,,1,1,,,2,,5,,,,,11
2019_2,1000500,125,2,5,,,17,,,,,,,,,4,,,,1,21
2019_2,1000499,122,2,4,,,11,1,2,1,1,,,,,9,,,,1,26
2019_2,1000558,131,3,4,,3,15,2,1,,,,,2,,7,,,,1,15
2019_2,1000526,70,1,1,,,8,2,2,1,2,,,,,,,,,,11
2019_2,1000555,100,2,2,,1,10,,,1,,,,,,7,,,,2,9
2019_2,1000270,195,2,5,2,2,19,2,2,3,2,9,,1,,20,,,,1,28
2019_2,1000252,133,4,2,,1,12,2,3,,1,,,1,,,,,,,21
2019_2,1000654,99,4,8,,,2,1,,1,,,,,,4,,,,,52
2019_2,1000596,96,1,2,,,9,1,3,2,,,,2,,,,,,,23
2019_2,1000355,59,2,,,,8,,,1,,,,,1,1,,,,,18
2019_2,1000481,97,2,2,,,5,3,1,2,3,,,1,,13,,,,,31
2019_2,1000460,128,2,2,,,12,3,2,1,1,1,,,1,14,,,,1,26
2019_2,1000478,98,3,3,,2,11,2,1,1,,,,,,1,,,,1,23
2019_2,1000477,107,8,6,,,8,1,1,,,,,,5,,,,,5,25
2019_2,1000469,182,4,4,,,5,3,,1,2,,,1,1,77,,,,,26
2019_2,1000473,103,3,8,,,6,1,1,,,,,,,4,,,,1,23
2019_2,1000452,189,16,10,,,10,1,2,2,3,,,,5,17,,,,2,46
2019_2,1000451,130,11,5,,1,6,1,1,,,,,,1,15,,,,1,37
2019_2,1000436,148,3,2,,,7,1,2,2,1,11,,,2,11,,,,,51
2019_2,1000433,114,4,1,,1,12,,,,,,,,,9,,,,,34
2019_2,1000439,146,5,6,,1,9,,2,3,2,8,,,,13,,,,2,36
2019_2,1000432,136,5,4,,,14,3,2,,2,,,3,,4,,,,1,27
2019_2,1000428,54,3,,,,4,2,2,1,,,,,1,,,,,3,9
2019_2,1000867,73,5,6,,,5,,1,,,,,1,1,2,,,,,14
2019_2,1000348,104,5,3,1,3,9,1,1,1,,,,,,3,,,,,22
2019_2,1000344,83,4,1,,1,10,2,1,1,,,,,,1,,,,,25
2019_2,1000395,69,5,2,,,6,3,1,2,2,,,1,,1,,,,,12
2019_2,1000418,119,3,2,1,1,18,1,,,,,,,,1,,,,1,17
2019_2,1000415,109,5,2,1,1,10,2,2,,1,1,,1,,1,,,,1,18
2019_2,1000370,77,3,1,,,3,3,3,1,2,,,,,,,,,,28
2019_2,1000543,68,3,4,,,4,2,2,,2,,,,,5,,,,,16
2019_2,1000333,91,5,,,,7,1,1,1,1,,,,,,,,,,31
2019_2,1000542,79,5,,,,8,2,3,1,,,,1,,3,,,,1,22
2019_2,1000359,130,7,4,1,2,18,,,1,,,,,,4,,,,1,30
2019_2,1000980,153,5,6,,2,20,1,2,1,2,,,1,,9,,,,2,17
2019_2,1000964,65,5,2,,1,4,1,1,1,,,,1,,2,,,,2,15
2019_2,1000979,134,3,5,,2,16,2,1,1,,,,1,,9,,,,1,8
2019_2,1000978,127,2,5,,2,16,4,2,1,,,,1,,9,,,,1,10
2019_2,1000881,135,5,6,,1,12,,1,,,,,1,,15,,,,2,23
2019_2,1000740,108,2,1,,,10,1,1,,,,,2,,5,,,,,11
2019_2,1000858,118,7,9,,1,9,,1,,,,,1,1,7,,,,1,17
2019_2,1000690,88,3,4,,1,7,1,1,1,,,,,,3,,,,1,16
2019_2,1000930,252,8,27,,2,20,,,,,,,1,3,34,,,,1,23
2019_2,1000917,87,5,4,,1,9,,1,1,,,,1,2,8,,,,1,10
2019_2,1000837,131,6,4,,1,9,3,4,1,1,,,1,1,20,,,,1,23
2019_2,1000836,205,3,4,1,2,23,3,2,1,,,,1,1,22,,,,1,20
2019_2,1000915,66,5,4,,,6,,1,1,,,,1,1,7,,,,1,4
2019_2,1000853,222,1,10,,,24,2,1,1,1,,,2,,7,,,,2,30
2019_2,1000942,111,5,,,,16,2,2,,,,,,1,2,,,,1,14
2019_2,1001004,142,2,3,,2,21,1,1,2,,,,,,9,,,,1,24
2019_2,1000998,128,4,5,,1,15,3,,,,,,3,,7,,,,1,13
2019_2,1000996,111,3,4,,3,15,1,,,,,,1,,5,,,,,11
2019_2,1000902,114,,7,,2,7,2,1,,,,,2,,35,,,,,14
2019_2,1000910,176,2,9,,,6,1,1,1,1,,1,,14,9,,,,1,8
2019_2,1000907,110,4,8,,2,6,,,1,,,,,2,5,,,,,12
2019_2,1000935,164,5,19,,,9,,,,,,1,2,8,12,,,,,23
2019_2,1000971,88,4,,,,13,2,2,,,,,,,7,,,,,8
2019_2,1000933,82,3,3,,,8,,2,,1,,,3,,5,,,,1,17
2019_2,1000903,53,,2,,,2,2,1,,1,,,,,2,,,,,19
2019_2,1001002,120,2,5,,3,22,2,,,,,,,,6,,,,1,12
2019_2,1000726,76,4,3,,,7,2,,1,,,,,,5,,,,2,16
2019_2,1000761,104,2,3,,,8,3,1,,,1,,1,,17,,,,1,15
2019_2,1000756,84,2,1,,,6,1,1,2,1,,,1,,4,,,,1,16
2019_2,1000790,72,2,1,,,12,2,1,2,1,,,,,,,,,,7
2019_2,1000754,51,2,,,,3,3,2,1,,1,,,,1,,,,,20
2019_2,1000780,120,6,1,,1,12,2,1,1,2,,,,3,15,,,,,19
2019_2,1000704,86,2,2,,,12,3,2,,,,,,,,,,,,18
2019_2,1000676,54,3,4,,,4,,1,,,,,,,,,,,,18
2019_2,1000799,94,4,1,,1,8,1,1,,,,,1,3,18,,,,,20
2019_2,1000736,107,9,2,,,7,,1,1,1,,,,,28,,,,,19
2019_2,1000735,122,1,3,,,9,1,,1,1,,,1,,7,,,,,37
2019_2,1000732,77,3,1,,,6,,1,,,,,,,10,,,,1,17
2019_2,1000706,90,1,2,,1,7,2,1,,1,,,1,,13,,,,,23
2019_2,1000695,94,3,6,,3,10,2,2,1,,1,,,,3,,,,,32
2019_2,1000819,44,1,,,,4,,,2,,,,,,5,,,,,10
2019_2,1000810,81,2,1,,,2,3,1,,2,,,,,26,,,,,20
2019_2,1000202,98,3,7,,3,12,,1,1,,,,,1,3,,,,,15
2019_2,1000213,58,1,4,,2,3,,1,1,,,,,1,2,,,,,9
2019_2,1000199,123,4,4,,6,19,2,1,,,,,,,4,,,,,21
2019_2,1000196,121,1,3,,4,16,1,2,,,,,,,6,,,,,24
2019_2,1000178,104,2,4,,,11,1,1,1,,,,,,6,,,,,18
2019_2,1000309,119,3,4,,,10,2,1,,,11,,,,7,,,,1,20
2019_2,1000325,171,3,6,,2,20,1,1,1,1,,1,1,1,7,,,,1,32
2019_2,1000296,97,5,2,,2,6,2,2,1,,,,,,3,,,,,31
2019_2,1000293,101,4,2,2,1,9,2,1,1,1,9,,,,11,,,,,25
2019_2,1000291,133,1,5,3,2,8,,,1,1,51,,,1,17,,,,2,18
2019_2,1000311,75,6,1,,,5,,2,1,,,,,,1,,,,1,16
2019_2,1000303,109,6,1,,,13,4,,,,,,1,,,,,,,15
2019_2,1000105,52,1,2,,,4,,,1,1,2,,1,2,3,,,,1,10
2019_2,1000104,84,1,9,,1,8,,,1,1,2,,1,,2,,,,1,15
2019_2,1000242,83,4,1,,,4,2,2,1,,,,,,3,,,,1,14
2019_2,1000240,67,3,,,2,6,3,2,2,3,,,1,,2,,,,,16
2019_2,1000098,94,4,2,,1,6,,1,,,,,1,,3,,,,1,28
2019_2,1000020,178,8,5,,,12,2,1,,1,,,1,1,20,,,,2,31
2019_2,1000085,86,5,4,,,4,1,1,,1,,,,1,4,,,,,31
2019_2,1000084,111,16,10,6,1,8,,,,,,,2,,8,,,,,17
2019_2,1000133,147,7,3,,,18,2,1,,,,,1,,5,,,,,29
2019_2,1000029,63,3,3,,,7,,,,,,,,,7,,,,,10
2019_2,1000127,132,4,5,,,10,,1,,,,,,1,24,,,,,15
2019_2,1000044,165,6,5,,,7,3,2,,1,,,,6,43,,,,1,12
2019_2,1000004,68,3,,,,5,,,,2,7,,2,4,8,,,,,25
2019_2,1000003,308,4,13,,,9,1,2,,1,,,,35,50,,,,2,39
2019_2,1000077,136,8,8,,,14,1,1,,,,,,1,14,,,,2,17
2019_2,1000040,249,12,13,2,1,13,1,1,,,2,,,14,46,,,,1,19
2019_2,1000069,48,2,3,,,7,,,,,,,,2,1,,,,1,13
2019_2,1000125,79,3,2,,,6,3,2,1,,,,1,,1,,,,2,15
2019_2,1000140,98,2,2,,,10,3,1,1,,,,1,2,5,,,,1,14
2019_2,1000060,74,4,,,,4,,1,2,2,,,,4,2,,,,,29
2019_2,1000189,95,5,3,,1,9,1,1,2,,,,,,2,,,,2,26
2019_2,1000117,145,6,5,,,16,2,3,1,1,,,2,,7,,,,1,19
2019_2,1000057,123,5,3,,,7,1,1,1,1,5,,1,,11,,,,1,33
2019_2,1000076,92,5,5,,1,11,,,2,2,,,1,2,9,,,,2,20
2019_2,1000036,154,7,5,,1,16,2,,2,1,,,,7,9,,,,2,15
2019_2,1000074,139,5,4,,,11,1,1,,,12,,,,31,,,,2,21
2019_2,1000157,133,1,5,,1,16,1,1,,,,,2,,5,,,,1,19
2019_2,1000102,119,3,2,5,1,9,2,2,2,1,36,,,1,20,,,,1,18
2019_2,1000631,116,1,11,,,12,1,1,,1,,,,,7,,,,2,18
2019_2,1000223,120,2,2,,,12,2,1,,,,,1,,7,,,,1,17
2019_2,1000614,150,2,4,,1,11,1,1,2,1,,,2,,8,,,,1,37
2019_2,1000600,101,4,1,,,4,3,2,,,4,,2,1,1,,,,,18
2019_2,1000632,164,4,5,,,18,3,1,,1,,,,,11,,,,1,17
2019_2,1000562,126,2,2,1,2,14,3,2,3,7,,,2,,5,,,,1,17
2019_2,1000380,199,5,8,,,19,2,1,,,17,,2,,16,,,,1,33
2019_2,1000502,102,7,2,,1,12,2,3,,,,,,,3,,,,1,19
2019_2,1000529,106,5,4,1,,16,1,1,1,1,,,,,7,,,,,13
2019_2,1000572,89,1,,,,9,4,1,1,2,,,1,,1,,,,,35
2019_2,1000639,116,1,3,,2,11,3,,,,,,1,,9,,,,1,18
2019_2,1000489,84,1,1,,,10,3,2,,,1,,,,7,,,,1,17
2019_2,1000551,86,5,3,,1,8,2,1,3,3,,,,,4,,,,,21
2019_2,1000550,56,2,1,,1,4,4,2,2,3,,,,,2,,,,,15
2019_2,1000514,73,5,,,,6,1,1,1,,,,,1,2,,,,,10
2019_2,1000513,81,3,2,,1,9,,,2,1,,,,,2,,,,,10
2019_2,1000232,117,3,4,,1,11,3,2,1,,,,1,,1,,,,,22
2019_2,1000570,68,2,,,,5,1,1,,,,,,,3,,,,,23
2019_2,1000330,129,3,3,,,14,1,2,1,1,,,2,,,,,,,27
2019_2,1000643,151,7,11,,3,13,,1,,,,,,,25,,,,,30
2019_2,1000454,167,5,5,1,2,18,3,2,,,1,,2,,5,,,,1,23
2019_2,1000446,106,4,3,,,14,1,1,,,,,2,1,3,,,,1,17
2019_2,1000445,176,2,8,11,4,10,1,,,,37,,1,1,30,,,,,34
2019_2,1000438,160,2,5,,1,25,2,,,,,,3,,2,,,,1,33
2019_2,1000429,191,8,2,,4,18,1,1,,,,,1,1,6,,,,2,34
2019_2,1000431,141,2,6,,1,18,1,1,,2,,,,,2,,,,1,18
2019_2,1000342,232,5,5,,2,17,,,,,1,,,,17,,,,1,29
2019_2,1000393,77,1,,2,2,10,,,1,1,1,,,,,,,,,22
2019_2,1000416,123,2,5,2,3,14,2,1,,1,,,1,,5,,,,1,22
2019_2,1000368,34,1,,,,1,1,,,1,,,1,,1,,,,1,9
