기준_년_분기_코드,상권_코드,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2019_2,1000336,120,3,3,,2,19,1,1,1,1,2,,2,,5,,,,1,12
2019_2,1000411,86,4,1,2,1,6,1,1,,,1,,,,1,,,,,25
2019_2,1000545,115,4,3,,,15,,1,2,,,,1,,4,,,,1,21
2019_2,1000362,90,4,4,,5,10,,,,,,,,,1,,,,,21
2019_2,1000541,121,5,4,,,11,4,1,,2,,,1,,12,,,,1,15
2019_2,1000360,126,2,5,,1,16,,,2,1,,,1,,7,,,,1,26
2019_2,1000976,31,1,,,,3,1,1,,2,,,1,,,,,,,12
2019_2,1000973,85,2,,,,13,3,3,1,,,,1,,1,,,,,11
2019_2,1000983,125,10,4,,4,12,2,2,1,1,,,2,,6,,,,1,26
2019_2,1000710,122,5,2,,2,9,1,1,,1,,,,4,12,,,,1,33
2019_2,1000685,91,5,7,,1,6,1,1,,,,,,1,8,,,,3,20
2019_2,1000927,200,1,6,,1,10,1,1,,1,,,1,7,8,,,,,10
2019_2,1001001,96,2,5,,2,14,1,1,1,,,,,,7,,,,1,12
2019_2,1000714,100,6,,,,11,3,,,1,,,1,,,,,,1,28
2019_2,1000691,132,3,4,,,13,1,,1,,,,1,,6,,,,2,27
2019_2,1000769,66,1,,,,4,2,1,1,,,,1,1,,,,,,33
2019_2,1000850,77,7,5,,,5,,1,,,,,3,,12,,,,,15
2019_2,1000943,147,3,6,,1,22,2,1,,,,,4,,15,,,,,16
2019_2,1000948,93,4,3,,1,10,2,1,1,1,,,,,11,,,,,11
2019_2,1000918,134,4,7,,1,10,1,1,,1,,,,4,6,,,,,9
2019_2,1000886,79,2,,,1,6,1,1,,,,,1,,21,,,,,2
2019_2,1000916,97,2,4,,,8,,1,,,,,3,2,16,,,,1,12
2019_2,1000856,59,6,2,,,3,1,1,1,1,,,2,1,4,,,,,15
2019_2,1000846,87,7,6,,,7,,1,1,1,,,1,1,8,,,,1,23
2019_2,1000844,55,2,2,,1,5,,1,,,,,,2,,,,,,27
2019_2,1000997,115,3,2,,3,20,2,1,1,,,,1,,5,,,,,14
2019_2,1000875,164,4,11,,,9,1,,,,,,2,,23,,,,1,16
2019_2,1000841,87,1,1,,,12,,1,,2,,,1,,12,,,,,15
2019_2,1000911,102,2,5,,,6,1,,,,,,,9,10,,,,,5
2019_2,1000838,143,4,2,,,15,,,,2,,,2,,56,,,,,21
2019_2,1000938,68,3,5,,1,9,1,1,,,,,1,,11,,,,,3
2019_2,1000937,140,4,7,,,13,,,1,,,,2,3,10,,,,2,9
2019_2,1000906,207,1,5,,1,8,1,1,,,,,1,7,17,,,,,5
2019_2,1000968,144,4,5,,1,15,5,1,1,,,,1,,9,,,,1,18
2019_2,1000965,108,2,5,,,8,4,2,1,,,,1,1,1,,,,,25
2019_2,1000995,110,5,3,,2,11,,,,,,,,1,3,,,,,11
2019_2,1000669,73,3,2,,1,5,1,1,1,,,,,,7,,,,,24
2019_2,1000792,89,4,1,,,10,2,1,,,,,,2,9,,,,1,16
2019_2,1000749,87,5,2,,,8,2,2,1,,,,2,,6,,,,,9
2019_2,1000781,184,6,4,,2,16,3,2,,,,,1,3,24,,,,1,16
2019_2,1000738,148,5,4,,,15,,1,2,1,,,2,,16,,,,1,20
2019_2,1000813,86,3,2,,,3,2,1,1,1,,,1,,30,,,,,21
2019_2,1000834,145,5,8,,3,17,2,1,,,,,1,,12,,,,,25
2019_2,1000762,74,,2,1,1,10,1,2,1,,,,2,1,2,,,,,12
2019_2,1000709,94,3,1,2,1,15,2,1,1,1,,,1,,1,,,,,23
2019_2,1000665,79,3,,,,9,,1,,1,,,,1,1,,,,,19
2019_2,1000694,107,4,7,,1,6,1,3,2,,1,,,,7,,,,1,34
2019_2,1000793,103,3,3,,1,18,2,1,1,2,,,,,,,,,,22
2019_2,1000727,97,2,4,,2,13,2,1,1,,,,,,11,,,,,18
2019_2,1000703,105,2,3,,,12,4,,,,,,1,,6,,,,1,32
2019_2,1000725,71,4,1,1,1,2,,,,,,,1,1,15,,,,3,17
2019_2,1000681,109,4,3,,,13,1,,1,,,,,,2,,,,,14
2019_2,1000700,67,2,2,,1,4,,,,,,,,,4,,,,,18
2019_2,1000811,123,3,1,,,9,1,1,1,1,,,1,,15,,,,,25
2019_2,1000244,151,2,2,,1,21,2,1,2,,,,1,,4,,,,1,17
2019_2,1000220,113,3,,,,18,3,,,,9,,,,14,,,,1,14
2019_2,1000215,58,1,1,,1,8,1,1,,,,,,,1,,,,,15
2019_2,1000204,113,,4,,1,12,1,2,,,,,1,,5,,,,,15
2019_2,1000181,80,2,2,,1,9,1,,,,3,,,,9,,,,1,9
2019_2,1000180,100,3,2,,1,10,,,1,,29,,,,8,,,,1,10
2019_2,1000317,86,4,2,,,10,2,1,1,,13,,,,2,,,,,24
2019_2,1000326,81,3,3,2,3,11,2,,1,,,,1,,3,,,,,21
2019_2,1000292,161,2,6,3,3,11,,1,,,49,,,1,26,,,,2,23
2019_2,1000289,78,2,2,2,1,4,1,1,1,1,28,,,,3,,,,,18
2019_2,1000288,153,5,5,,,16,2,,,,9,,1,,8,,,,1,26
2019_2,1000284,183,1,4,,1,15,3,3,1,1,,,2,,10,,,,1,24
2019_2,1000254,160,3,3,,1,16,3,1,,,,,2,,7,,,,1,21
2019_2,1000285,121,3,5,,2,8,2,2,1,1,19,,1,,8,,,,1,19
2019_2,1000258,122,5,1,1,3,14,3,2,2,1,,,1,,2,,,,,31
2019_2,1000265,101,4,2,,2,10,2,1,,,,,,,3,,,,1,22
2019_2,1000083,110,6,6,,,9,,1,1,1,,,,,14,,,,2,23
2019_2,1000028,123,7,5,,,11,,1,,1,,,,1,10,,,,1,14
2019_2,1000005,36,3,1,,,,,,,,,,,4,2,,,,,12
2019_2,1000138,158,5,5,,1,9,2,3,2,1,4,,1,4,30,,,,2,20
2019_2,1000145,88,2,1,,,9,2,,1,,,,1,,8,,,,1,18
2019_2,1000162,102,1,1,,,10,4,2,,1,,,,1,5,,,,1,19
2019_2,1000026,79,1,4,,1,1,1,,,,,,2,5,2,,,,,26
2019_2,1000050,39,2,,,,,1,1,1,,,,,3,1,,,,1,15
2019_2,1000035,144,6,4,1,1,17,1,,2,1,,,1,5,7,,,,3,15
2019_2,1000073,178,7,7,,,12,1,2,2,2,12,,,,38,,,,3,22
2019_2,1000064,80,2,3,,,6,1,1,,,7,,,3,15,,,,,16
2019_2,1000148,82,7,1,,,7,2,1,1,1,,,,1,2,,,,,14
2019_2,1000011,144,6,9,,3,7,,1,1,1,,,1,1,29,,,,1,22
2019_2,1000108,80,2,11,,2,6,2,2,1,,,,,2,13,,,,1,11
2019_2,1000088,200,4,6,5,2,16,2,2,1,1,36,,2,3,23,,,,2,36
2019_2,1000608,105,4,5,1,1,12,1,1,1,3,1,,1,1,5,,,,1,23
2019_2,1000584,72,1,1,,,10,2,2,2,3,,,1,,2,,,,,17
2019_2,1000622,98,1,,,,9,3,2,1,2,,,,,1,,,,,31
2019_2,1000530,92,4,4,1,2,16,1,,,,1,,1,,5,,,,,10
2019_2,1000610,110,3,4,,1,10,2,1,,,,,2,,4,,,,,30
2019_2,1000493,110,4,7,,,8,,,1,,,,,3,11,,,,2,21
2019_2,1000547,87,4,2,,,10,2,3,1,,,,,,2,,,,,8
2019_2,1000580,104,5,5,,,7,2,1,1,,,,,,4,4,,,2,30
2019_2,1000559,98,,3,,,10,2,1,1,2,,,1,,3,,,,1,16
2019_2,1000573,110,2,3,1,2,20,2,,,,1,,1,,7,,,,,13
2019_2,1000652,63,2,1,,2,5,,1,,1,,,,1,,,,,,24
2019_2,1000275,125,2,4,2,1,9,3,1,1,1,28,,,,3,,,,1,27
2019_2,1000272,134,2,5,,,15,2,,1,,7,,1,1,13,,,,1,22
2019_2,1000517,57,,,,,2,1,1,1,,,,,,,,,,,28
2019_2,1000491,154,5,8,,,9,1,1,,,,,,5,30,,,,2,32
2019_2,1000488,294,2,4,,1,15,1,1,,,,,,3,86,,,,1,52
2019_2,1000484,86,4,1,,1,7,1,3,1,,,,,,5,,,,1,23
2019_2,1000655,104,5,3,,2,5,1,,1,,,,1,,6,,,,,43
2019_2,1000231,149,5,5,,1,17,4,,1,,,,1,,3,,,,2,30
2019_2,1000597,101,1,1,,1,8,,1,1,,,,2,,,,,,1,26
2019_2,1000405,207,2,6,,3,18,2,1,,2,,,4,,7,,,,2,32
2019_2,1000462,213,7,15,,,21,2,1,,,,,1,1,4,,,,5,33
2019_2,1000626,110,3,10,,,10,1,,,1,,,,,7,,,,1,17
2019_2,1000625,82,3,3,,2,7,1,1,,,,,,,2,,,,1,16
2019_2,1000467,117,2,5,,,5,3,1,1,1,,,,,30,,,,,37
2019_2,1000465,79,,2,,,5,,,1,,,,,5,19,,,,1,14
2019_2,1000456,46,,,,,4,,1,,,,,,,,,,,,19
2019_2,1000455,148,5,4,1,2,17,2,2,,,1,,2,,6,,,,1,19
2019_2,1000444,128,4,4,,1,12,,1,2,1,,,,,12,,,,2,32
2019_2,1000440,136,3,3,,,16,4,2,,,2,,2,,2,,,,,38
2019_2,1000402,150,2,4,,2,19,5,3,1,2,,,2,,5,,,,1,22
2019_2,1000430,126,5,3,2,2,13,1,1,,,,,,,3,,,,1,25
2019_2,1000865,217,1,11,,1,15,3,1,,,12,,1,1,25,,,,2,24
2019_2,1000896,157,4,4,,4,15,,1,,,,,,1,33,,,,1,10
2019_2,1000345,71,5,,,2,,2,1,1,,,,,,1,,,,,32
2019_2,1000343,73,3,,,1,7,1,1,,,4,,1,,,,,1,,28
2019_2,1000394,110,4,3,,1,12,3,2,,1,,,1,,2,,,,2,23
2019_2,1000338,79,5,2,,1,7,1,1,1,1,,,4,,6,,,,,16
2019_2,1000413,144,6,6,,4,21,,1,,,,,1,,5,,,,1,22
2019_2,1000397,46,3,2,,,7,2,1,,,,,,,1,,,,2,9
2019_2,1000366,52,2,2,,,4,2,,1,1,,,1,,1,,,,,9
2019_2,1000365,63,6,3,,,4,1,,1,,,,,,2,,,,1,28
2019_2,1000544,131,5,4,,,18,2,1,,,,,1,,7,,,,1,22
2019_2,1000540,99,3,4,,,10,1,2,,2,,,,,5,,,,,18
2019_2,1000975,19,1,,,,1,,2,1,2,,,,,,,,,,7
2019_2,1000483,97,2,1,,,2,1,,1,2,,,1,,47,,,,,18
2019_2,1000991,108,1,3,,1,11,2,,1,,,,,,11,,,,1,21
2019_2,1000962,141,8,10,,,11,1,2,1,,,,3,10,3,,,,3,30
2019_2,1000957,90,2,4,,,4,1,2,1,2,,,,,6,,,,1,25
2019_2,1000770,122,3,2,1,2,11,1,,1,,,,,1,12,,,,,20
2019_2,1000893,109,5,2,1,1,12,2,1,1,1,,,,1,17,,,,,16
2019_2,1000716,93,4,2,,1,8,3,2,,,,,,,5,,,,,27
2019_2,1000953,159,6,6,,1,14,4,1,1,,,,,11,13,,,,2,30
2019_2,1000803,68,3,2,,,7,1,1,,,,,1,,5,,,,,5
2019_2,1000920,122,4,7,,1,12,2,1,1,2,,1,1,,13,,,,,10
2019_2,1000890,113,3,11,,1,10,1,1,,1,,,,,8,,,,,27
2019_2,1000869,122,5,6,,,11,2,1,1,1,,,1,,7,,,,1,25
2019_2,1000922,122,5,7,,1,13,1,1,,,,,1,,31,,,,,9
2019_2,1000914,130,9,9,,1,9,1,1,,,,,1,3,20,,,,1,15
2019_2,1000885,180,4,11,,2,14,,2,,,12,,5,1,22,,,1,1,32
2019_2,1000847,129,7,7,1,2,15,,,,,7,,3,,2,,,,,30
2019_2,1000919,110,4,8,,1,14,2,1,1,2,,1,1,,3,,,,,9
2019_2,1000870,140,5,11,,1,13,1,,,,,,1,,7,,,,1,31
2019_2,1000842,54,3,,,,5,2,2,,2,,,,,9,,,,,14
2019_2,1000939,138,4,8,,3,15,1,1,,,,,1,1,2,,,,1,9
2019_2,1001005,173,7,9,,6,20,3,1,,,,,1,,17,,,,1,25
2019_2,1000970,37,3,,,,3,1,2,2,1,,,1,,,,,,,12
2019_2,1000969,36,,,,,2,2,,2,1,,,1,,1,,,,,6
2019_2,1000994,127,5,5,,2,10,,,,,,,,2,2,,,,2,11
2019_2,1000080,69,5,4,,,3,,1,,,,,,,5,,,,2,6
2019_2,1000038,132,7,5,,1,17,2,,,,,,,,7,,,,2,10
2019_2,1000144,133,5,3,,1,12,3,1,,,,1,1,,15,,,,,22
2019_2,1000114,93,4,10,,2,5,1,1,,,,,,1,15,,,,,18
2019_2,1000071,133,17,2,5,1,4,1,1,,,,,,6,17,,,,1,27
2019_2,1000124,84,8,2,,2,7,2,1,,,,,,1,1,,,,1,21
2019_2,1000154,113,,5,,,13,3,,,,,,3,,3,,,,,16
2019_2,1000119,131,5,2,1,2,12,1,2,,1,,,1,,11,,,,1,25
2019_2,1000192,135,3,8,,2,27,,,,,,,1,,4,,,,1,20
2019_2,1000188,109,2,,1,1,5,1,1,1,1,26,,,,15,,,,1,22
2019_2,1000095,75,3,2,,,6,3,2,3,1,,,,,5,,,,3,13
2019_2,1000118,189,6,5,1,2,19,3,1,,,,,2,2,10,,,,3,24
2019_2,1000165,137,5,7,,1,8,2,1,,,,,1,1,9,,,,2,17
2019_2,1000024,62,3,,,,7,,1,,,,,,2,5,,,,,2
2019_2,1000037,123,7,4,,1,9,2,3,,,,,,4,13,,,,2,11
2019_2,1000059,52,10,,,,1,1,1,2,1,,,,3,2,,,,1,15
2019_2,1000092,70,4,6,,,5,2,2,2,2,,,,1,6,,,,1,13
2019_2,1000062,137,8,4,4,1,15,1,1,,,7,,,3,19,,,,,22
2019_2,1000053,92,4,5,,,3,,1,,,,,,1,12,,,,1,19
2019_2,1000012,95,2,2,,,5,2,1,1,1,7,,,8,25,,,,,11
2019_2,1000049,139,7,7,,,12,1,1,,1,,,,,10,,,,1,21
2019_2,1000109,88,2,7,,,13,3,2,2,,,,2,2,7,,,,1,11
2019_2,1000106,115,2,2,,,16,4,1,2,,,,2,1,4,,,,1,29
2019_2,1000089,133,2,3,,,16,1,1,,,,,,,2,,,,,33
2019_2,1000568,157,7,8,,2,11,2,2,1,1,,,1,1,4,12,,,2,49
2019_2,1000506,79,4,1,,,5,1,1,1,1,6,,,,5,,,,,20
2019_2,1000505,115,2,11,,,11,1,1,,,,,1,,5,,,,1,22
2019_2,1000582,112,3,3,,1,14,4,2,,,,,,,4,,,,,15
2019_2,1000563,125,2,3,,,9,2,,,,,,,,11,,,,2,12
2019_2,1000612,45,2,,,,5,,1,,,,,,,,,,,,13
2019_2,1000378,96,4,5,1,2,10,3,1,,2,22,,,,,,,,,17
2019_2,1000350,122,2,5,,1,13,2,,,,,,1,,8,,,,,21
2019_2,1000351,105,4,4,2,3,12,1,,1,,,,1,,3,,,,,21
2019_2,1000557,156,3,7,,3,19,1,1,1,,,,1,,6,,,,1,21
2019_2,1000525,80,,2,,,11,3,2,2,1,,,,,,,,,,13
2019_2,1000497,127,2,3,,,10,2,1,,,,,,1,17,,,,1,33
2019_2,1000521,147,1,7,,2,11,4,1,,3,,,1,,16,,,,1,16
2019_2,1000519,155,4,9,,1,14,,2,2,,,,1,2,6,,,,1,22
2019_2,1000271,124,2,6,,,15,1,,1,,,,1,,11,,,,1,24
2019_2,1000516,84,1,4,,2,9,3,1,1,,,,,,,,,,,21
2019_2,1000486,78,2,,,,2,4,2,2,3,18,,,,2,,,,,14
2019_2,1000657,21,1,1,,,1,1,,,,,,,,,,,,,7
2019_2,1000250,87,4,1,,1,9,4,2,1,,,,,,1,,,,2,17
2019_2,1000635,78,4,2,,1,10,1,1,,,,1,,,3,,,,,19
2019_2,1000634,115,9,3,,1,10,,2,1,1,,,,,4,,,,,29
2019_2,1000598,94,2,4,1,3,12,3,2,1,3,4,,2,1,2,,,,,14
2019_2,1000605,195,5,7,,4,25,1,1,,,,,1,,7,,,,1,27
2019_2,1000604,96,3,3,,1,9,2,1,2,,,,1,,3,,,,,22
2019_2,1000354,90,2,1,,,14,2,2,,,,,1,1,,,,,,21
2019_2,1000329,104,2,3,,,11,,1,1,2,,,2,,,,,,,27
2019_2,1000328,46,1,,,,2,,3,1,2,,,,,,,,,,21
2019_2,1000464,95,6,3,,,5,1,1,2,1,,,2,,12,,,,1,27
2019_2,1000645,64,4,,,,3,1,,1,6,,,,,,,,,,27
2019_2,1000644,146,5,9,,1,11,,,,,,,,,24,,,,1,26
2019_2,1000458,105,7,2,,,4,1,,1,1,17,,1,,14,,,,2,25
2019_2,1000470,135,2,2,,,6,,,,,,,1,,60,,,,1,18
2019_2,1000468,132,2,5,,,5,3,,1,2,,,,1,47,,,,,21
2019_2,1000474,105,8,6,,,10,,1,,,,,,,10,,,,,22
2019_2,1000450,92,5,2,,,8,,2,,,8,,1,,11,,,,,23
2019_2,1000441,173,5,5,1,2,19,5,1,,,,,2,,3,,,,1,24
2019_2,1000404,174,2,4,,3,21,3,2,1,1,,,1,,11,,,,1,30
2019_2,1000535,81,2,4,,2,12,1,1,1,,,,,,,,,,,10
2019_2,1000532,68,4,4,,,5,1,1,1,,,,1,,2,,,,,16
2019_2,1000897,50,2,5,,1,5,,1,,,,,2,1,4,,,,,3
2019_2,1000341,56,1,,,,2,2,1,1,1,3,,,,,,,,,26
2019_2,1000417,107,3,2,1,1,12,4,2,1,1,,,,,,,,,,16
2019_2,1000340,93,1,1,,,10,3,1,1,1,,,,,4,,,,,36
2019_2,1000371,126,4,5,,5,14,3,1,1,,,,1,,,,,,,31
2019_2,1000399,73,1,1,1,,7,3,1,2,2,,,,,1,,,,,21
2019_2,1000364,79,4,3,,,7,2,,1,,,,,,3,,,,,31
2019_2,1000334,68,4,,,1,10,1,1,,,,,1,,,,,,,21
2019_2,1000410,58,5,1,,,6,2,2,2,1,,,,,2,,,,,13
2019_2,1000407,105,4,3,,,13,1,1,1,,,,3,,4,,,,1,15
2019_2,1000539,83,3,2,,,10,2,2,,,,,,,,,,,,4
2019_2,1000999,172,2,3,,3,26,1,1,1,,,,,,16,,,,1,17
2019_2,1000974,43,2,1,,,1,3,2,1,3,,,,,,,,,,16
2019_2,1000382,137,4,2,1,4,13,3,2,2,,,,,,9,,,,,22
2019_2,1000984,112,13,6,,1,6,1,1,2,1,,,,10,2,,,,2,29
2019_2,1000987,108,4,5,,2,10,3,1,,,,,1,,9,,,,1,9
2019_2,1000982,55,3,3,,,4,3,2,1,2,,,,,,,,,,16
2019_2,1000778,116,3,3,1,1,14,2,2,1,,1,,2,1,6,,,,1,23
2019_2,1000959,141,5,6,,4,14,1,2,2,1,,,10,,15,,,,2,19
2019_2,1000771,69,2,1,1,2,5,1,,1,,,,,1,6,,,,,16
2019_2,1000931,123,9,14,1,3,5,,,1,1,,,1,8,7,,,,1,20
2019_2,1000859,68,6,1,,,3,,1,1,1,,,1,3,4,,,,1,23
2019_2,1000848,99,7,4,,1,5,,1,1,1,,,,4,6,,,,,24
2019_2,1000739,200,6,8,,2,18,2,2,,,,,4,,9,,,,1,30
2019_2,1000715,88,3,4,,1,11,1,3,1,1,,,2,,2,,,,,19
2019_2,1000921,85,3,4,,1,7,1,1,,,,,2,,7,,,,,18
2019_2,1000913,154,3,8,,4,13,1,,,,,,,1,25,,,,1,17
2019_2,1000849,165,5,12,,3,10,,,,,,,1,4,11,,,1,1,29
2019_2,1000945,151,4,6,,1,18,3,2,,,,,4,4,18,,,,,14
2019_2,1000857,98,2,9,,1,7,2,1,1,1,,,1,1,8,,,,,18
2019_2,1000855,87,8,6,,,4,,,1,,,,1,2,3,,,,,18
2019_2,1000868,209,3,8,,1,16,1,,,,,,1,,28,,,,1,23
2019_2,1001007,48,2,3,,,4,2,1,1,2,,,,,,,,,,15
2019_2,1000901,84,6,3,,,5,1,,1,,,,2,1,8,,,,1,17
2019_2,1000391,72,2,,,,7,3,2,2,2,,,,,9,,,,,19
2019_2,1000912,75,3,6,,2,3,,1,1,1,,,1,3,7,,,,1,12
2019_2,1000871,130,3,12,,1,13,,,,,,,1,,8,,,,1,28
2019_2,1000936,118,5,9,,2,6,1,,,,,,1,2,11,,,,1,13
2019_2,1000967,163,11,7,,,11,2,2,3,2,8,,1,10,7,,,,2,31
2019_2,1000934,107,3,4,3,1,15,,2,,1,,,2,,6,,,,1,30
2019_2,1001003,161,4,3,,4,15,,,,,,,,1,10,,,,1,22
2019_2,1000972,100,,1,,1,17,4,3,1,,,,2,,2,,,,,14
2019_2,1001010,93,3,1,,2,11,1,1,1,,,,1,1,9,,,,,14
2019_2,1000724,93,3,2,,1,7,3,1,,,,,,,6,,,,,29
2019_2,1000723,75,2,2,,2,9,2,1,1,1,,,,,7,,,,1,17
2019_2,1000816,106,3,1,,,7,1,1,1,1,,,1,,43,,,,,27
2019_2,1000787,91,3,1,,1,5,4,1,,1,,,1,,,,,,,30
2019_2,1000828,75,1,2,,1,7,,,2,,,,,,4,,,,1,14
2019_2,1000661,85,5,1,,,10,,1,1,,,,,,,,,,,15
2019_2,1000067,149,8,8,,,13,3,2,,,,,2,,7,,,,1,36
2019_2,1000151,135,4,6,,1,13,5,3,3,2,1,,,,11,,,,1,20
2019_2,1000091,88,4,1,,,14,2,,1,1,,,2,,,,,,,20
2019_2,1000175,82,3,1,,2,13,,1,,,,,,,1,,,,,15
2019_2,1000135,85,3,2,,,10,1,,,,,,1,,5,,,,,20
2019_2,1000618,102,3,2,,,10,1,1,1,,1,,,,2,,,,,33
2019_2,1000249,123,,3,,2,7,1,1,,,,,,1,6,,,1,3,18
2019_2,1000642,100,3,10,,,10,2,1,,,,,,,5,,,,1,16
2019_2,1000224,142,6,1,,,10,1,1,1,,,,2,,7,,,,1,22
2019_2,1000595,62,3,3,,,3,1,1,,,,,1,2,,,,,1,17
2019_2,1000620,87,3,4,2,1,7,,2,1,1,3,,,,3,,,,1,24
2019_2,1000613,152,3,5,,1,15,4,1,,,,,2,,6,,,,1,27
2019_2,1000609,139,5,5,,1,14,2,1,1,,,,2,,2,,,,,42
2019_2,1000494,139,1,2,,,3,,1,,,12,,,7,65,,,,1,24
2019_2,1000589,118,2,6,,1,12,1,1,1,,,,1,,7,,,,2,23
2019_2,1000546,104,3,2,,,16,1,2,1,,,,1,,3,,,,1,13
2019_2,1000578,148,2,8,,,16,3,2,2,,,,3,,5,,,,1,22
2019_2,1000524,35,,,,,1,,1,,,,,,,,,,,1,19
2019_2,1000575,104,2,3,,3,12,2,1,1,,,,3,,6,,,,,30
2019_2,1000629,65,2,2,2,2,14,1,,,,,,1,,4,,,,,7
2019_2,1000653,95,4,4,2,1,7,1,2,1,1,,,,,4,,,,1,26
2019_2,1000277,114,5,2,2,1,10,1,,,,9,,,,24,,,,,22
2019_2,1000276,111,7,2,,,5,3,1,,1,,,,,16,,,,,22
2019_2,1000274,72,2,3,,2,7,3,2,1,1,,,1,,6,,,,,10
2019_2,1000251,127,5,4,,,14,2,,1,,,,1,,1,,,,2,29
2019_2,1000512,96,5,4,,1,12,2,,2,,,,1,,4,,,,,25
2019_2,1000599,101,2,1,,,10,2,,,,,,,,3,,,,,9
2019_2,1000637,115,5,2,,,16,3,1,2,,,,,,8,,,,,13
2019_2,1000569,160,3,3,,,15,1,1,,,,,,,11,,,,2,19
2019_2,1000627,132,7,3,2,1,21,1,,1,,,,,,11,,,,,13
2019_2,1000476,89,2,1,,,6,,1,,,,,,2,2,,,,,30
2019_2,1000466,142,2,9,,,5,1,2,1,1,,,,1,36,,,,,43
2019_2,1000475,93,3,2,,,10,,1,,,,,,,4,,,,,22
2019_2,1000442,181,5,5,1,2,23,3,2,,,,,2,,4,,,,1,27
2019_2,1000448,71,1,3,,,5,3,1,1,,8,,,,1,,,,,13
2019_2,1000434,107,2,1,,1,9,1,1,2,2,,,,,4,,,,,27
2019_2,1000425,119,3,2,,,13,4,1,,,,,2,,3,,,,1,19
2019_2,1000899,204,2,9,,,12,1,1,1,1,,,1,6,16,,,,,7
2019_2,1000955,107,6,3,,6,12,,2,1,,,,1,,9,,,,1,17
2019_2,1000347,97,5,4,1,3,9,1,1,1,,,,1,,4,,,,,18
2019_2,1000534,113,,6,,2,15,3,1,,,,,,,,,,,,20
2019_2,1000396,126,1,2,,,12,1,,,,,,2,,5,,,,1,27
2019_2,1000375,82,6,1,,,1,2,3,1,2,13,,,,2,,,,,33
2019_2,1000392,74,3,1,,,7,1,,,,,,,,1,,,,,29
2019_2,1000369,89,3,2,,1,10,1,2,1,,,,,1,,,,,,23
2019_2,1000398,121,3,1,,1,9,1,2,,2,,,,,5,,,,1,24
2019_2,1000331,177,5,4,,1,22,2,2,2,2,,,1,,1,,,,,40
2019_2,1000409,82,2,1,2,1,8,1,1,,1,1,,,,,,,,,17
2019_2,1000406,154,4,4,,1,17,3,2,1,1,,,3,,11,,,,1,26
2019_2,1000990,135,1,3,,,17,2,1,1,,,,,,11,,,,1,20
2019_2,1001008,197,5,5,,5,19,,,,,,,,1,11,,,,2,20
2019_2,1000963,221,3,5,,2,13,1,,1,,,,,1,41,,,,,15
2019_2,1000961,133,8,10,,,11,1,1,1,1,,,3,10,2,,,,3,30
2019_2,1000892,54,1,3,,,4,,1,1,1,,,,,3,,,,1,16
2019_2,1000777,147,9,6,,,10,1,1,,,,,3,,50,,,,2,19
2019_2,1000861,64,3,4,,1,5,,1,1,2,,,1,,2,,,,,18
2019_2,1000775,181,6,4,,1,17,1,,1,,,,2,,27,,,,1,40
2019_2,1000786,117,2,1,,,9,4,1,2,2,,,1,,,,,,,41
2019_2,1000741,178,2,6,,,17,1,,1,2,,,2,,7,,,,1,21
2019_2,1000801,73,3,2,,,8,1,1,,,,,1,,8,,,,,5
2019_2,1000950,191,3,9,,3,24,,1,1,2,,,1,,19,,,,1,24
2019_2,1000852,84,4,11,,1,6,,,,,1,,1,,4,,,,,25
2019_2,1000887,211,3,18,,1,12,,,,,,,1,,19,,,,1,18
2019_2,1000883,99,8,5,,,7,,,,,,,1,1,15,,,,,25
2019_2,1000877,160,1,8,,1,14,1,,,,,,2,,17,,,,1,11
2019_2,1000845,157,5,7,1,2,17,,,,,1,,1,1,14,,,,1,26
2019_2,1000949,106,2,5,,1,11,2,1,,,,,,5,12,,,,1,14
2019_2,1000874,59,1,1,,,3,1,1,1,,,,1,,5,,,,,22
2019_2,1000940,122,5,2,,,17,3,1,,,,,,,2,,,,,13
2019_2,1000908,126,5,14,,4,6,,,1,,,,,1,5,,,,,12
2019_2,1000387,121,3,3,,,10,,1,,,,,1,,3,,,,1,22
